year,month,generation (MWh),final CO2 (kg),datetime,quarter,index (g/kWh),index (lb/MWh)
2006,5,18684920.442,13763640828.4,2006-05-01,2,736.617577319,1623.94711096
2006,6,20677626.104,15880862051.2,2006-06-01,2,768.021530676,1693.18026653
2006,7,23754545.791,17993499279.3,2006-07-01,3,757.476040066,1669.93167793
2006,8,23913030.485,17938078490.7,2006-08-01,3,750.138235383,1653.75475373
2006,9,17402142.736,13605391600.5,2006-09-01,3,781.822779351,1723.60649936
2006,10,16804552.366,13263359756.7,2006-10-01,4,789.271827526,1740.02867096
2006,11,15935581.502,12933587210.7,2006-11-01,4,811.616897008,1789.29061114
2006,12,18342873.228,14715125853.8,2006-12-01,4,802.225783871,1768.58696312
2007,1,18494589.02,14228311320.0,2007-01-01,1,769.322924917,1696.04932027
2007,2,16240903.499,12135201885.0,2007-02-01,1,747.19992553,1647.27695582
2007,3,15408792.597,11704968799.6,2007-03-01,1,759.629200401,1674.6785352
2007,4,15613347.556,11384526667.6,2007-04-01,2,729.153477608,1607.49175673
2007,5,17204773.93,12974080973.5,2007-05-01,2,754.097730449,1662.48385655
2007,6,19221190.322,14539117658.2,2007-06-01,2,756.410888952,1667.58344578
2007,7,21491264.057,16010503625.4,2007-07-01,3,744.977288583,1642.37693041
2007,8,24046597.827,17320601012.0,2007-08-01,3,720.293204746,1587.95839918
2007,9,18943556.57,14120032320.7,2007-09-01,3,745.373883121,1643.25126273
2007,10,16775632.981,12424734728.0,2007-10-01,4,740.64178336,1632.8188756
2007,11,15836112.757,12376675242.6,2007-11-01,4,781.547557315,1722.99974486
2007,12,18040726.233,14075829093.6,2007-12-01,4,780.225192258,1720.08445885
2008,1,18893858.717,14297930813.3,2008-01-01,1,756.750170911,1668.33142679
2008,2,16797818.833,12878941202.5,2008-02-01,1,766.70318513,1690.27384194
2008,3,16003315.039,12075818136.4,2008-03-01,1,754.582291666,1663.55212021
2008,4,15627899.304,11313052009.1,2008-04-01,2,723.901004801,1595.91215518
2008,5,17246661.554,12776366499.9,2008-05-01,2,740.802297295,1633.17274462
2008,6,20566990.193,14748049777.8,2008-06-01,2,717.073798323,1580.86089578
2008,7,23262228.27,16791828919.7,2008-07-01,3,721.849546175,1591.3895095
2008,8,22389527.854,16604827971.0,2008-08-01,3,741.633681569,1635.00561439
2008,9,18254167.34,13897120696.0,2008-09-01,3,761.31222187,1678.38892434
2008,10,17226688.859,12461057467.6,2008-10-01,4,723.357667259,1594.71431324
2008,11,15824490.818,11846954118.8,2008-11-01,4,748.64678144,1650.46669436
2008,12,18197228.491,13775326937.6,2008-12-01,4,757.001372181,1668.88522511
2009,1,18866926.164,14171848696.5,2009-01-01,1,751.147726625,1655.98027812
2009,2,15815727.17,11455815726.7,2009-02-01,1,724.330636432,1596.85932108
2009,3,15875925.191,11242212121.0,2009-03-01,1,708.129572653,1561.14245587
2009,4,15600543.011,10930344036.5,2009-04-01,2,700.638691154,1544.62805852
2009,5,17215982.935,12508495085.8,2009-05-01,2,726.562934747,1601.78064594
2009,6,20845228.082,14925160451.2,2009-06-01,2,715.998903563,1578.49118279
2009,7,22231539.451,16209787759.8,2009-07-01,3,729.134741009,1607.45045003
2009,8,21631831.776,15876803752.2,2009-08-01,3,733.955585295,1618.07848334
2009,9,17760242.365,13223646044.4,2009-09-01,3,744.564503831,1641.46690515
2009,10,15071449.734,11391360001.3,2009-10-01,4,755.823772919,1666.28908978
2009,11,15081485.421,11627856406.1,2009-11-01,4,771.002065214,1699.75115297
2009,12,18720323.361,13710308476.2,2009-12-01,4,732.37562257,1614.59529752
2010,1,18954047.115,13613789564.2,2010-01-01,1,718.252385974,1583.45921012
2010,2,16887092.868,12317076243.6,2010-02-01,1,729.378131563,1607.98702884
2010,3,15944895.286,11890315849.1,2010-03-01,1,745.713009448,1643.99890063
2010,4,15522872.048,10983232704.5,2010-04-01,2,707.551583919,1559.86822191
2010,5,17637553.188,12828297281.9,2010-05-01,2,727.328623484,1603.46868333
2010,6,22060094.505,15787573341.0,2010-06-01,2,715.66209009,1577.74864381
2010,7,23347489.849,16756603531.8,2010-07-01,3,717.704714302,1582.25181315
2010,8,24704673.105,17867299922.0,2010-08-01,3,723.235634247,1594.44527926
2010,9,19518208.239,14441521713.1,2010-09-01,3,739.899971158,1631.18347642
2010,10,15548425.088,12219833670.9,2010-10-01,4,785.920992112,1732.64141921
2010,11,15645409.443,11974900009.8,2010-11-01,4,765.393839863,1687.38725936
2010,12,18251944.611,13714432215.2,2010-12-01,4,751.395673585,1656.52690199
2011,1,19519593.282,15005058656.7,2011-01-01,1,768.717792422,1694.71524517
2011,2,16838740.296,12693637641.4,2011-02-01,1,753.835347436,1661.90540696
2011,3,16444299.921,12438041110.3,2011-03-01,1,756.374012274,1667.50214746
2011,4,16102209.586,12275519512.5,2011-04-01,2,762.35000215,1680.67681474
2011,5,18163440.463,13902848320.7,2011-05-01,2,765.430335129,1687.46771683
2011,6,22700247.405,17429474156.2,2011-06-01,2,767.809876482,1692.71365369
2011,7,26348542.512,19321441142.2,2011-07-01,3,733.302084294,1616.63777503
2011,8,25316395.37,18489527160.5,2011-08-01,3,730.338063151,1610.10329402
2011,9,18018013.819,13581155167.7,2011-09-01,3,753.754287467,1661.72670215
2011,10,16425605.584,12056724356.0,2011-10-01,4,734.020081896,1618.22067255
2011,11,16175454.222,11892155120.3,2011-11-01,4,735.197599836,1620.8166286
2011,12,18702433.109,13979920759.9,2011-12-01,4,747.492087175,1647.92105539
2012,1,18152462.791,13592697956.2,2012-01-01,1,748.807371906,1650.8207321
2012,2,16894192.132,12623566111.7,2012-02-01,1,747.21336262,1647.30657923
2012,3,16978861.289,11516242409.5,2012-03-01,1,678.269420633,1495.31276473
2012,4,17642112.702,10891585296.4,2012-04-01,2,617.362868061,1361.03817893
2012,5,20434645.561,13556787427.5,2012-05-01,2,663.421706386,1462.5794939
2012,6,22907129.608,16049898272.4,2012-06-01,2,700.650781964,1544.65471392
2012,7,26428198.032,18900121206.8,2012-07-01,3,715.149825346,1576.61930496
2012,8,24049379.121,17392103487.7,2012-08-01,3,723.183056003,1594.32936527
2012,9,19563244.3,14091372490.5,2012-09-01,3,720.298344919,1587.96973121
2012,10,16913020.958,12218204154.4,2012-10-01,4,722.414061019,1592.63403892
2012,11,16393077.138,11764128381.5,2012-11-01,4,717.627830485,1582.08231509
2012,12,18626230.474,13364655213.0,2012-12-01,4,717.517977222,1581.84013258
2013,1,19230533.324,13831038057.1,2013-01-01,1,719.222801784,1585.59858881
2013,2,16066667.686,12147167314.7,2013-02-01,1,756.047710211,1666.78278193
2013,3,17002998.961,12449743956.2,2013-03-01,1,732.208711226,1614.22732477
2013,4,16746213.837,11102343917.4,2013-04-01,2,662.976361429,1461.59768641
2013,5,18387303.26,12304773143.7,2013-05-01,2,669.199445386,1475.3170973
2013,6,21429900.007,14666741705.3,2013-06-01,2,684.405512881,1508.8403937
2013,7,23351999.164,16882030840.9,2013-07-01,3,722.937283542,1593.7875353
2013,8,23683914.339,16990807075.5,2013-08-01,3,717.398603638,1581.57696158
2013,9,20575484.991,14952368557.9,2013-09-01,3,726.707951936,1602.10035084
2013,10,16926541.956,11921623768.2,2013-10-01,4,704.315376362,1552.73367873
2013,11,17480330.84,11980865409.7,2013-11-01,4,685.391227396,1511.01349992
2013,12,20127695.501,14100420973.7,2013-12-01,4,700.548205978,1544.4285749
2014,1,20930551.185,14213514417.4,2014-01-01,1,679.079795449,1497.09931705
2014,2,18200726.744,12753586354.3,2014-02-01,1,700.718522598,1544.80405492
2014,3,17495083.203,12041580191.4,2014-03-01,1,688.283676716,1517.39019369
2014,4,15747439.155,10013844812.8,2014-04-01,2,635.903064256,1401.91189546
2014,5,17966107.218,12282046151.2,2014-05-01,2,683.623113354,1507.1155157
2014,6,20532072.477,14190474286.3,2014-06-01,2,691.136966433,1523.6805562
2014,7,22113099.267,15889734974.4,2014-07-01,3,718.566618933,1584.1519681
2014,8,23399667.958,16625499765.5,2014-08-01,3,710.501524863,1566.37166171
2014,9,18693497.253,13088337702.7,2014-09-01,3,700.154579187,1543.56078528
2014,10,16515278.041,10634349142.5,2014-10-01,4,643.909785598,1419.56351333
2014,11,16586521.382,10604943194.0,2014-11-01,4,639.371146593,1409.55762978
2014,12,18560782.125,12575799622.0,2014-12-01,4,677.546858602,1493.71980447
2015,1,19887758.602,13054202783.3,2015-01-01,1,656.393867431,1447.08592014
2015,2,18254072.974,11714776465.9,2015-02-01,1,641.762333402,1414.82924022
2015,3,16988945.276,11440752400.6,2015-03-01,1,673.423347638,1484.6291122
2015,4,16234912.987,9784516001.24,2015-04-01,2,602.683612107,1328.67629125
2015,5,17315667.411,10548091487.6,2015-05-01,2,609.164592804,1342.9642613
2015,6,21156896.597,13764117898.4,2015-06-01,2,650.573577052,1434.25450797
2015,7,24247813.399,16136420836.1,2015-07-01,3,665.479421612,1467.11593289
2015,8,23148002.031,15528357717.2,2015-08-01,3,670.829287834,1478.91024796
2015,9,20170795.97,13111123283.0,2015-09-01,3,650.005250287,1433.00157478
2015,10,16802624.341,10602900672.4,2015-10-01,4,631.026466891,1391.16094891
2015,11,16305720.513,8853008758.93,2015-11-01,4,542.9388264,1196.96293668
2015,12,18699002.163,10236437487.6,2015-12-01,4,547.432285336,1206.86921625
