fuel category 1,year,generation (MWh),total fuel (mmbtu),elec fuel (mmbtu),all fuel CO2 (kg),elec fuel CO2 (kg),adjusted CO2 (kg),adjusted index (g/kWh),adjusted index (lb/MWh)
Natural Gas,2006,201542382.72,1771675320.0,1564728480.0,94022809232.4,83040140433.6,86507986951.2,429.229751994,946.279911246
Natural Gas,2007,230033399.62,1973925860.0,1776509620.0,1.0475624539e+11,94279365533.4,98670933990.3,428.941771731,945.645029958
Natural Gas,2008,241062272.46,2013203510.0,1831624310.0,1.06840710276e+11,97204302131.7,1.00411853608e+11,416.539065129,918.302022982
Natural Gas,2009,233339348.3,1964683360.0,1778316700.0,1.04265745915e+11,94375267269.0,97332522676.3,417.128629978,919.601777649
Natural Gas,2010,215125806.96,1798169570.0,1620130000.0,95428859079.9,85980299100.0,88345115019.7,410.667210355,905.356931949
Natural Gas,2011,173411363.7,1500724480.0,1331421410.0,79643448153.6,70658534228.7,72095496131.0,415.748394988,916.558911591
Natural Gas,2012,221450448.98,1881629230.0,1706959410.0,99858063236.1,90588335888.7,92942913409.2,419.700722384,925.272212569
Natural Gas,2013,230570524.76,1933126050.0,1762072260.0,1.02590999474e+11,93513174838.2,96384867917.7,418.027707653,921.583884291
Natural Gas,2014,227318439.97,1903735440.0,1739670170.0,1.01031239801e+11,92324295921.9,95090992671.6,418.316229357,922.219959241
Natural Gas,2015,242430381.05,2022215630.0,1856811720.0,1.07318983484e+11,98540997980.4,1.02593965505e+11,423.189391777,932.963333111
Natural Gas,2016,222879374.68,1879946580.0,1703296380.0,99768765000.6,90393938886.6,93756738994.6,420.661351591,927.390015718
Natural Gas,2017,39206298.67,343302880.0,305226570.0,18219083841.6,16198374069.9,16775198883.2,427.869996716,943.282194759
Nuclear,2001,70194025.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2002,74262726.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2003,71789550.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2004,67362079.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2005,70204617.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2006,65299129.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2007,70683441.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2008,71002486.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2009,69059669.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2010,72641825.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2011,72747388.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2012,59775033.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2013,57803913.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2014,58804216.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2015,59191892.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2016,60910677.0,,,0.0,0.0,0.0,0.0,0.0
Nuclear,2017,15762548.0,,,0.0,0.0,0.0,0.0,0.0
Other,2001,6884005.88,80149000.0,66540000.0,7044711525.0,5796255375.0,5997415197.94,871.210063223,1920.66970538
Other,2002,4780658.4,43675000.0,37270000.0,4255703750.0,3664949625.0,3821071894.19,799.277332635,1762.08680753
Other,2003,6183691.62,44729000.0,36183000.0,4238204525.0,3489385925.0,3605580651.72,583.078987972,1285.45593688
Other,2004,6491163.73,46380470.0,34233060.0,4444902547.0,3331236232.25,3420942771.0,527.015326265,1161.85798828
Other,2005,6932598.82,48455010.0,35471370.0,4654047808.5,3461008287.0,3571472585.11,515.170815136,1135.74557905
Other,2006,6581680.08,47258720.0,33905490.0,4544143027.0,3294279090.25,3431851765.48,521.424882973,1149.533297
Other,2007,6590720.94,44901520.0,33402680.0,4328412615.75,3270236021.75,3422564850.85,519.300525998,1144.84993961
Other,2008,6038720.28,33734330.0,27984180.0,3255890591.75,2733625545.5,2823829831.34,467.620571977,1030.91631298
Other,2009,6110497.13,30744290.0,25248690.0,2975642050.25,2463609265.25,2540806628.84,415.810133739,916.695020842
Other,2010,5669056.61,23859590.0,19704990.0,2301010167.75,1911956840.25,1964543607.46,346.538011985,763.977701223
Other,2011,5644579.9,23692080.0,18612580.0,2273921376.75,1804511125.5,1841208939.4,326.190606213,719.119810458
Other,2012,5288509.97,13588290.0,9470850.0,1268504019.0,879090330.0,901939699.174,170.547035798,375.987995121
Other,2013,4490851.75,12032040.0,8377290.0,1120773322.75,772797397.75,796529208.191,177.367068105,391.023438344
Other,2014,4049802.77,11841130.0,8240370.0,1088864983.0,748039474.5,770456091.514,190.245336692,419.414869271
Other,2015,4708209.25,12810960.0,8785260.0,1193748382.25,805394381.0,838520058.001,178.097449259,392.633636636
Other,2016,3970838.65,11892030.0,7891000.0,1108418866.75,725940735.0,752946899.486,189.619112196,418.034294747
Other,2017,1034718.84,2724150.0,1725050.0,258549280.0,161993980.0,167762592.755,162.133505518,357.439526265
Other Renewables,2001,21638553.12,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2002,23055743.6,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2003,23237413.38,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2004,23362979.66,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2005,23518821.42,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2006,23157946.36,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2007,23096645.78,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2008,23333071.86,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2009,24185846.81,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2010,24626221.86,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2011,24428619.03,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2012,24959433.96,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2013,25972547.44,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2014,26577338.39,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2015,26322237.8,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2016,27163271.43,,,0.0,0.0,0.0,0.0,0.0
Other Renewables,2017,6829089.21,,,0.0,0.0,0.0,0.0,0.0
Solar,2001,542760.0,,,0.0,0.0,0.0,0.0,0.0
Solar,2002,554831.0,,,0.0,0.0,0.0,0.0,0.0
Solar,2003,534001.37,,,0.0,0.0,0.0,0.0,0.0
Solar,2004,575155.01,,,0.0,0.0,0.0,0.0,0.0
Solar,2005,550294.34,,,0.0,0.0,0.0,0.0,0.0
Solar,2006,507706.01,,,0.0,0.0,0.0,0.0,0.0
Solar,2007,611793.02,,,0.0,0.0,0.0,0.0,0.0
Solar,2008,859572.02,,,0.0,0.0,0.0,0.0,0.0
Solar,2009,861428.65,,,0.0,0.0,0.0,0.0,0.0
Solar,2010,1053429.51,,,0.0,0.0,0.0,0.0,0.0
Solar,2011,1496770.33,,,0.0,0.0,0.0,0.0,0.0
Solar,2012,3319230.72,,,0.0,0.0,0.0,0.0,0.0
Solar,2013,7330394.15,,,0.0,0.0,0.0,0.0,0.0
Solar,2014,21404949.63,,,0.0,0.0,0.0,0.0,0.0
Solar,2015,29186812.46,,,0.0,0.0,0.0,0.0,0.0
Solar,2016,39091642.69,,,0.0,0.0,0.0,0.0,0.0
Solar,2017,9298059.85,,,0.0,0.0,0.0,0.0,0.0
Wind,2001,4002124.0,,,0.0,0.0,0.0,0.0,0.0
Wind,2002,5181721.0,,,0.0,0.0,0.0,0.0,0.0
Wind,2003,5639046.0,,,0.0,0.0,0.0,0.0,0.0
Wind,2004,7011584.3,,,0.0,0.0,0.0,0.0,0.0
Wind,2005,7783101.04,,,0.0,0.0,0.0,0.0,0.0
Wind,2006,10337290.99,,,0.0,0.0,0.0,0.0,0.0
Wind,2007,13377429.78,,,0.0,0.0,0.0,0.0,0.0
Wind,2008,18268355.65,,,0.0,0.0,0.0,0.0,0.0
Wind,2009,21142194.48,,,0.0,0.0,0.0,0.0,0.0
Wind,2010,25227718.7,,,0.0,0.0,0.0,0.0,0.0
Wind,2011,34106496.54,,,0.0,0.0,0.0,0.0,0.0
Wind,2012,39777666.51,,,0.0,0.0,0.0,0.0,0.0
Wind,2013,46567447.19,,,0.0,0.0,0.0,0.0,0.0
Wind,2014,48072608.58,,,0.0,0.0,0.0,0.0,0.0
Wind,2015,44881094.43,,,0.0,0.0,0.0,0.0,0.0
Wind,2016,52575844.28,,,0.0,0.0,0.0,0.0,0.0
Wind,2017,13067024.71,,,0.0,0.0,0.0,0.0,0.0
