"fuel category","generation (M MWh)","hovertext","date"
"Hydro",16.520470849999985,"16 Million MWh<br>0 lb/MWh","2013-09-01"
"Hydro",16.823906659000002,"16 Million MWh<br>0 lb/MWh","2013-10-01"
"Hydro",17.261598416,"17 Million MWh<br>0 lb/MWh","2013-11-01"
"Hydro",20.704475569000014,"20 Million MWh<br>0 lb/MWh","2013-12-01"
"Hydro",21.343128410999977,"21 Million MWh<br>0 lb/MWh","2014-01-01"
"Hydro",16.950214013999997,"16 Million MWh<br>0 lb/MWh","2014-02-01"
"Hydro",23.828426790999995,"23 Million MWh<br>0 lb/MWh","2014-03-01"
"Hydro",25.060721772999997,"25 Million MWh<br>0 lb/MWh","2014-04-01"
"Hydro",25.942091409999996,"25 Million MWh<br>0 lb/MWh","2014-05-01"
"Hydro",25.089831518999926,"25 Million MWh<br>0 lb/MWh","2014-06-01"
"Hydro",23.81180664899996,"23 Million MWh<br>0 lb/MWh","2014-07-01"
"Hydro",18.96316561100002,"18 Million MWh<br>0 lb/MWh","2014-08-01"
"Hydro",15.531796537999979,"15 Million MWh<br>0 lb/MWh","2014-09-01"
"Hydro",16.710891749000005,"16 Million MWh<br>0 lb/MWh","2014-10-01"
"Hydro",18.093123923,"18 Million MWh<br>0 lb/MWh","2014-11-01"
"Hydro",21.80044599200005,"21 Million MWh<br>0 lb/MWh","2014-12-01"
"Hydro",23.586289516999987,"23 Million MWh<br>0 lb/MWh","2015-01-01"
"Hydro",21.829226177000006,"21 Million MWh<br>0 lb/MWh","2015-02-01"
"Hydro",23.87054032799995,"23 Million MWh<br>0 lb/MWh","2015-03-01"
"Hydro",22.25541698599998,"22 Million MWh<br>0 lb/MWh","2015-04-01"
"Hydro",19.754382255000014,"19 Million MWh<br>0 lb/MWh","2015-05-01"
"Hydro",19.97898147099997,"19 Million MWh<br>0 lb/MWh","2015-06-01"
"Hydro",20.49971059599998,"20 Million MWh<br>0 lb/MWh","2015-07-01"
"Hydro",18.495327384000042,"18 Million MWh<br>0 lb/MWh","2015-08-01"
"Hydro",15.549361018000026,"15 Million MWh<br>0 lb/MWh","2015-09-01"
"Hydro",16.186175892,"16 Million MWh<br>0 lb/MWh","2015-10-01"
"Hydro",19.051465506000017,"19 Million MWh<br>0 lb/MWh","2015-11-01"
"Hydro",22.883469509999962,"22 Million MWh<br>0 lb/MWh","2015-12-01"
"Hydro",25.302784331999945,"25 Million MWh<br>0 lb/MWh","2016-01-01"
"Hydro",23.740457478999964,"23 Million MWh<br>0 lb/MWh","2016-02-01"
"Hydro",27.005810195000013,"27 Million MWh<br>0 lb/MWh","2016-03-01"
"Hydro",25.42615077499996,"25 Million MWh<br>0 lb/MWh","2016-04-01"
"Hydro",25.16566442800002,"25 Million MWh<br>0 lb/MWh","2016-05-01"
"Hydro",22.73956439100001,"22 Million MWh<br>0 lb/MWh","2016-06-01"
"Hydro",20.671426929999992,"20 Million MWh<br>0 lb/MWh","2016-07-01"
"Hydro",18.667481140000003,"18 Million MWh<br>0 lb/MWh","2016-08-01"
"Hydro",15.65233402700002,"15 Million MWh<br>0 lb/MWh","2016-09-01"
"Hydro",16.778086541000018,"16 Million MWh<br>0 lb/MWh","2016-10-01"
"Hydro",18.201370283000006,"18 Million MWh<br>0 lb/MWh","2016-11-01"
"Hydro",21.774895559000008,"21 Million MWh<br>0 lb/MWh","2016-12-01"
"Hydro",14.437549,"14 Million MWh<br>0 lb/MWh","2017-01-01"
"Hydro",12.848670369999999,"12 Million MWh<br>0 lb/MWh","2017-02-01"
"Hydro",16.23107678,"16 Million MWh<br>0 lb/MWh","2017-03-01"
"Hydro",15.629543680000003,"15 Million MWh<br>0 lb/MWh","2017-04-01"
"Hydro",17.108977470000006,"17 Million MWh<br>0 lb/MWh","2017-05-01"
"Hydro",16.454364560000002,"16 Million MWh<br>0 lb/MWh","2017-06-01"
"Hydro",13.37021416,"13 Million MWh<br>0 lb/MWh","2017-07-01"
"Hydro",10.904366349999998,"10 Million MWh<br>0 lb/MWh","2017-08-01"
"Hydro",9.66391558,"9 Million MWh<br>0 lb/MWh","2017-09-01"
"Hydro",8.774656360000002,"8 Million MWh<br>0 lb/MWh","2017-10-01"
"Hydro",9.991588539999999,"9 Million MWh<br>0 lb/MWh","2017-11-01"
"Hydro",11.63052574,"11 Million MWh<br>0 lb/MWh","2017-12-01"
"Natural Gas",41.48180743999998,"41 Million MWh<br>1,101 lb/MWh","2001-01-01"
"Natural Gas",37.07179307099999,"37 Million MWh<br>1,129 lb/MWh","2001-02-01"
"Natural Gas",43.323897647,"43 Million MWh<br>1,115 lb/MWh","2001-03-01"
"Natural Gas",44.80341722799998,"44 Million MWh<br>1,136 lb/MWh","2001-04-01"
"Natural Gas",49.80445831399997,"49 Million MWh<br>1,146 lb/MWh","2001-05-01"
"Natural Gas",56.42044792799999,"56 Million MWh<br>1,137 lb/MWh","2001-06-01"
"Natural Gas",71.46854701300005,"71 Million MWh<br>1,142 lb/MWh","2001-07-01"
"Natural Gas",76.741450559,"76 Million MWh<br>1,146 lb/MWh","2001-08-01"
"Natural Gas",58.855763900000014,"58 Million MWh<br>1,124 lb/MWh","2001-09-01"
"Natural Gas",55.180835635,"55 Million MWh<br>1,097 lb/MWh","2001-10-01"
"Natural Gas",43.471555298999974,"43 Million MWh<br>1,071 lb/MWh","2001-11-01"
"Natural Gas",46.42472198299995,"46 Million MWh<br>1,047 lb/MWh","2001-12-01"
"Natural Gas",47.58671207600007,"47 Million MWh<br>1,062 lb/MWh","2002-01-01"
"Natural Gas",43.61269095200001,"43 Million MWh<br>1,039 lb/MWh","2002-02-01"
"Natural Gas",50.312252014000045,"50 Million MWh<br>1,061 lb/MWh","2002-03-01"
"Natural Gas",48.317292123999984,"48 Million MWh<br>1,081 lb/MWh","2002-04-01"
"Natural Gas",49.470254929999975,"49 Million MWh<br>1,091 lb/MWh","2002-05-01"
"Natural Gas",64.71423952599997,"64 Million MWh<br>1,092 lb/MWh","2002-06-01"
"Natural Gas",82.82514771500011,"82 Million MWh<br>1,122 lb/MWh","2002-07-01"
"Natural Gas",83.08889521199994,"83 Million MWh<br>1,095 lb/MWh","2002-08-01"
"Natural Gas",66.90724314099991,"66 Million MWh<br>1,085 lb/MWh","2002-09-01"
"Natural Gas",53.13647743999992,"53 Million MWh<br>1,069 lb/MWh","2002-10-01"
"Natural Gas",44.24149773700005,"44 Million MWh<br>1,035 lb/MWh","2002-11-01"
"Natural Gas",45.200715737999985,"45 Million MWh<br>1,033 lb/MWh","2002-12-01"
"Natural Gas",47.348079823,"47 Million MWh<br>1,032 lb/MWh","2003-01-01"
"Natural Gas",41.56171340099996,"41 Million MWh<br>1,035 lb/MWh","2003-02-01"
"Natural Gas",44.315852533,"44 Million MWh<br>1,037 lb/MWh","2003-03-01"
"Natural Gas",43.450476139000024,"43 Million MWh<br>1,030 lb/MWh","2003-04-01"
"Natural Gas",47.23482874500002,"47 Million MWh<br>1,078 lb/MWh","2003-05-01"
"Natural Gas",52.205079749000056,"52 Million MWh<br>1,071 lb/MWh","2003-06-01"
"Natural Gas",74.43650674999996,"74 Million MWh<br>1,068 lb/MWh","2003-07-01"
"Natural Gas",80.56080495900002,"80 Million MWh<br>1,061 lb/MWh","2003-08-01"
"Natural Gas",57.00239235899999,"57 Million MWh<br>1,040 lb/MWh","2003-09-01"
"Natural Gas",49.51918838300004,"49 Million MWh<br>1,053 lb/MWh","2003-10-01"
"Natural Gas",42.57995410100003,"42 Million MWh<br>1,028 lb/MWh","2003-11-01"
"Natural Gas",41.854491577,"41 Million MWh<br>1,020 lb/MWh","2003-12-01"
"Natural Gas",47.76923366911004,"47 Million MWh<br>957 lb/MWh","2004-01-01"
"Natural Gas",49.44014906522993,"49 Million MWh<br>946 lb/MWh","2004-02-01"
"Natural Gas",48.80016138854998,"48 Million MWh<br>952 lb/MWh","2004-03-01"
"Natural Gas",50.76505990119997,"50 Million MWh<br>939 lb/MWh","2004-04-01"
"Natural Gas",60.912817351630004,"60 Million MWh<br>975 lb/MWh","2004-05-01"
"Natural Gas",63.667730170280066,"63 Million MWh<br>980 lb/MWh","2004-06-01"
"Natural Gas",78.23089810510999,"78 Million MWh<br>977 lb/MWh","2004-07-01"
"Natural Gas",76.72910321532999,"76 Million MWh<br>976 lb/MWh","2004-08-01"
"Natural Gas",66.92040021189007,"66 Million MWh<br>965 lb/MWh","2004-09-01"
"Natural Gas",56.35673102494999,"56 Million MWh<br>957 lb/MWh","2004-10-01"
"Natural Gas",48.493731348959955,"48 Million MWh<br>937 lb/MWh","2004-11-01"
"Natural Gas",50.42907318115001,"50 Million MWh<br>949 lb/MWh","2004-12-01"
"Natural Gas",51.25657214609003,"51 Million MWh<br>935 lb/MWh","2005-01-01"
"Natural Gas",44.78318890969,"44 Million MWh<br>918 lb/MWh","2005-02-01"
"Natural Gas",51.733652336510005,"51 Million MWh<br>922 lb/MWh","2005-03-01"
"Natural Gas",51.972739488399995,"51 Million MWh<br>922 lb/MWh","2005-04-01"
"Natural Gas",54.66074447015993,"54 Million MWh<br>960 lb/MWh","2005-05-01"
"Natural Gas",75.43408602075999,"75 Million MWh<br>976 lb/MWh","2005-06-01"
"Natural Gas",96.63231880699988,"96 Million MWh<br>988 lb/MWh","2005-07-01"
"Natural Gas",100.60234959312,"100 Million MWh<br>965 lb/MWh","2005-08-01"
"Natural Gas",73.19475366580998,"73 Million MWh<br>958 lb/MWh","2005-09-01"
"Natural Gas",55.79317648726999,"55 Million MWh<br>947 lb/MWh","2005-10-01"
"Natural Gas",49.27156193322994,"49 Million MWh<br>937 lb/MWh","2005-11-01"
"Natural Gas",53.81024568780994,"53 Million MWh<br>921 lb/MWh","2005-12-01"
"Natural Gas",43.80502735079994,"43 Million MWh<br>927 lb/MWh","2006-01-01"
"Natural Gas",47.40731849686998,"47 Million MWh<br>924 lb/MWh","2006-02-01"
"Natural Gas",54.91988968139001,"54 Million MWh<br>928 lb/MWh","2006-03-01"
"Natural Gas",56.08909263151003,"56 Million MWh<br>937 lb/MWh","2006-04-01"
"Natural Gas",65.58354852779001,"65 Million MWh<br>956 lb/MWh","2006-05-01"
"Natural Gas",81.05802754366987,"81 Million MWh<br>960 lb/MWh","2006-06-01"
"Natural Gas",108.09104861799996,"108 Million MWh<br>987 lb/MWh","2006-07-01"
"Natural Gas",106.58912198174009,"106 Million MWh<br>968 lb/MWh","2006-08-01"
"Natural Gas",72.59453661705004,"72 Million MWh<br>937 lb/MWh","2006-09-01"
"Natural Gas",70.63676493486003,"70 Million MWh<br>929 lb/MWh","2006-10-01"
"Natural Gas",53.3812971639,"53 Million MWh<br>935 lb/MWh","2006-11-01"
"Natural Gas",56.07021691475994,"56 Million MWh<br>926 lb/MWh","2006-12-01"
"Natural Gas",61.467036996000004,"61 Million MWh<br>926 lb/MWh","2007-01-01"
"Natural Gas",57.615528514999966,"57 Million MWh<br>916 lb/MWh","2007-02-01"
"Natural Gas",56.19803073,"56 Million MWh<br>922 lb/MWh","2007-03-01"
"Natural Gas",60.07842149700002,"60 Million MWh<br>935 lb/MWh","2007-04-01"
"Natural Gas",66.46235632799994,"66 Million MWh<br>959 lb/MWh","2007-05-01"
"Natural Gas",81.39916519400005,"81 Million MWh<br>958 lb/MWh","2007-06-01"
"Natural Gas",97.47022595499988,"97 Million MWh<br>963 lb/MWh","2007-07-01"
"Natural Gas",121.31834018899988,"121 Million MWh<br>980 lb/MWh","2007-08-01"
"Natural Gas",88.52097440199991,"88 Million MWh<br>955 lb/MWh","2007-09-01"
"Natural Gas",78.22903712500006,"78 Million MWh<br>960 lb/MWh","2007-10-01"
"Natural Gas",60.530154469000024,"60 Million MWh<br>923 lb/MWh","2007-11-01"
"Natural Gas",66.66489833099992,"66 Million MWh<br>920 lb/MWh","2007-12-01"
"Natural Gas",72.59990109599997,"72 Million MWh<br>912 lb/MWh","2008-01-01"
"Natural Gas",60.04201179500001,"60 Million MWh<br>909 lb/MWh","2008-02-01"
"Natural Gas",62.170579853999975,"62 Million MWh<br>920 lb/MWh","2008-03-01"
"Natural Gas",63.046097956,"63 Million MWh<br>921 lb/MWh","2008-04-01"
"Natural Gas",62.270447116999975,"62 Million MWh<br>958 lb/MWh","2008-05-01"
"Natural Gas",84.61997662700013,"84 Million MWh<br>968 lb/MWh","2008-06-01"
"Natural Gas",100.32087805099994,"100 Million MWh<br>965 lb/MWh","2008-07-01"
"Natural Gas",99.67349347699994,"99 Million MWh<br>949 lb/MWh","2008-08-01"
"Natural Gas",79.13602998299997,"79 Million MWh<br>940 lb/MWh","2008-09-01"
"Natural Gas",73.28333854699996,"73 Million MWh<br>927 lb/MWh","2008-10-01"
"Natural Gas",61.45056051700003,"61 Million MWh<br>919 lb/MWh","2008-11-01"
"Natural Gas",64.35665202799998,"64 Million MWh<br>913 lb/MWh","2008-12-01"
"Natural Gas",66.39011321200005,"66 Million MWh<br>906 lb/MWh","2009-01-01"
"Natural Gas",62.13885332,"62 Million MWh<br>905 lb/MWh","2009-02-01"
"Natural Gas",68.20274330700002,"68 Million MWh<br>912 lb/MWh","2009-03-01"
"Natural Gas",61.158673615000005,"61 Million MWh<br>915 lb/MWh","2009-04-01"
"Natural Gas",68.14564662399995,"68 Million MWh<br>935 lb/MWh","2009-05-01"
"Natural Gas",84.20518154299997,"84 Million MWh<br>944 lb/MWh","2009-06-01"
"Natural Gas",101.89383250700007,"101 Million MWh<br>944 lb/MWh","2009-07-01"
"Natural Gas",109.23955405900004,"109 Million MWh<br>947 lb/MWh","2009-08-01"
"Natural Gas",92.12661784300002,"92 Million MWh<br>928 lb/MWh","2009-09-01"
"Natural Gas",72.60272547799998,"72 Million MWh<br>921 lb/MWh","2009-10-01"
"Natural Gas",63.285131963000055,"63 Million MWh<br>901 lb/MWh","2009-11-01"
"Natural Gas",71.58960704500005,"71 Million MWh<br>899 lb/MWh","2009-12-01"
"Natural Gas",74.12991820900008,"74 Million MWh<br>912 lb/MWh","2010-01-01"
"Natural Gas",66.140284375,"66 Million MWh<br>899 lb/MWh","2010-02-01"
"Natural Gas",63.339057385999965,"63 Million MWh<br>901 lb/MWh","2010-03-01"
"Natural Gas",64.25651032100004,"64 Million MWh<br>906 lb/MWh","2010-04-01"
"Natural Gas",73.61731677000007,"73 Million MWh<br>947 lb/MWh","2010-05-01"
"Natural Gas",92.219122401,"92 Million MWh<br>952 lb/MWh","2010-06-01"
"Natural Gas",114.52746156100007,"114 Million MWh<br>966 lb/MWh","2010-07-01"
"Natural Gas",121.01231476399994,"121 Million MWh<br>960 lb/MWh","2010-08-01"
"Natural Gas",92.88109821299982,"92 Million MWh<br>935 lb/MWh","2010-09-01"
"Natural Gas",77.678768283,"77 Million MWh<br>922 lb/MWh","2010-10-01"
"Natural Gas",69.17222005199996,"69 Million MWh<br>900 lb/MWh","2010-11-01"
"Natural Gas",77.52542881399998,"77 Million MWh<br>909 lb/MWh","2010-12-01"
"Natural Gas",73.93235312099999,"73 Million MWh<br>909 lb/MWh","2011-01-01"
"Natural Gas",65.28079941400001,"65 Million MWh<br>923 lb/MWh","2011-02-01"
"Natural Gas",65.48451007799997,"65 Million MWh<br>919 lb/MWh","2011-03-01"
"Natural Gas",69.47206367099996,"69 Million MWh<br>929 lb/MWh","2011-04-01"
"Natural Gas",74.75507158899993,"74 Million MWh<br>953 lb/MWh","2011-05-01"
"Natural Gas",89.9219176009999,"89 Million MWh<br>968 lb/MWh","2011-06-01"
"Natural Gas",118.641691411,"118 Million MWh<br>975 lb/MWh","2011-07-01"
"Natural Gas",118.97188431699995,"118 Million MWh<br>955 lb/MWh","2011-08-01"
"Natural Gas",91.56165300100007,"91 Million MWh<br>933 lb/MWh","2011-09-01"
"Natural Gas",78.68298405399996,"78 Million MWh<br>908 lb/MWh","2011-10-01"
"Natural Gas",75.28554874199996,"75 Million MWh<br>897 lb/MWh","2011-11-01"
"Natural Gas",85.95871696700004,"85 Million MWh<br>890 lb/MWh","2011-12-01"
"Natural Gas",90.692277855,"90 Million MWh<br>889 lb/MWh","2012-01-01"
"Natural Gas",90.58898373700002,"90 Million MWh<br>884 lb/MWh","2012-02-01"
"Natural Gas",92.23115536999984,"92 Million MWh<br>912 lb/MWh","2012-03-01"
"Natural Gas",94.80932437800004,"94 Million MWh<br>929 lb/MWh","2012-04-01"
"Natural Gas",107.32236400799994,"107 Million MWh<br>943 lb/MWh","2012-05-01"
"Natural Gas",115.5723953010001,"115 Million MWh<br>952 lb/MWh","2012-06-01"
"Natural Gas",138.83663374699987,"138 Million MWh<br>967 lb/MWh","2012-07-01"
"Natural Gas",131.7109423829998,"131 Million MWh<br>947 lb/MWh","2012-08-01"
"Natural Gas",107.98802403599998,"107 Million MWh<br>928 lb/MWh","2012-09-01"
"Natural Gas",91.70013108500002,"91 Million MWh<br>914 lb/MWh","2012-10-01"
"Natural Gas",80.14461541200008,"80 Million MWh<br>909 lb/MWh","2012-11-01"
"Natural Gas",83.96033348699983,"83 Million MWh<br>891 lb/MWh","2012-12-01"
"Natural Gas",88.39678936500006,"88 Million MWh<br>899 lb/MWh","2013-01-01"
"Natural Gas",80.13543494499993,"80 Million MWh<br>889 lb/MWh","2013-02-01"
"Natural Gas",84.57248579699993,"84 Million MWh<br>898 lb/MWh","2013-03-01"
"Natural Gas",77.89772976300004,"77 Million MWh<br>905 lb/MWh","2013-04-01"
"Natural Gas",83.66765202900007,"83 Million MWh<br>925 lb/MWh","2013-05-01"
"Natural Gas",99.47189079099998,"99 Million MWh<br>933 lb/MWh","2013-06-01"
"Natural Gas",120.59916970300004,"120 Million MWh<br>947 lb/MWh","2013-07-01"
"Natural Gas",120.98944242900002,"120 Million MWh<br>930 lb/MWh","2013-08-01"
"Natural Gas",101.91847209800007,"101 Million MWh<br>926 lb/MWh","2013-09-01"
"Natural Gas",88.46251970099999,"88 Million MWh<br>909 lb/MWh","2013-10-01"
"Natural Gas",84.14141883399999,"84 Million MWh<br>897 lb/MWh","2013-11-01"
"Natural Gas",92.77656742300016,"92 Million MWh<br>907 lb/MWh","2013-12-01"
"Natural Gas",90.67642551399996,"90 Million MWh<br>911 lb/MWh","2014-01-01"
"Natural Gas",75.82756176500001,"75 Million MWh<br>911 lb/MWh","2014-02-01"
"Natural Gas",78.03539565000004,"78 Million MWh<br>904 lb/MWh","2014-03-01"
"Natural Gas",76.33925471299996,"76 Million MWh<br>911 lb/MWh","2014-04-01"
"Natural Gas",88.35894192599994,"88 Million MWh<br>921 lb/MWh","2014-05-01"
"Natural Gas",97.51807290300016,"97 Million MWh<br>927 lb/MWh","2014-06-01"
"Natural Gas",114.86981081900012,"114 Million MWh<br>928 lb/MWh","2014-07-01"
"Natural Gas",122.21284006700017,"122 Million MWh<br>928 lb/MWh","2014-08-01"
"Natural Gas",106.45038128299973,"106 Million MWh<br>916 lb/MWh","2014-09-01"
"Natural Gas",97.55680917699996,"97 Million MWh<br>909 lb/MWh","2014-10-01"
"Natural Gas",84.24173162400007,"84 Million MWh<br>901 lb/MWh","2014-11-01"
"Natural Gas",90.91468241500002,"90 Million MWh<br>898 lb/MWh","2014-12-01"
"Natural Gas",95.61637015099987,"95 Million MWh<br>905 lb/MWh","2015-01-01"
"Natural Gas",89.62989237999979,"89 Million MWh<br>911 lb/MWh","2015-02-01"
"Natural Gas",98.65915742600005,"98 Million MWh<br>898 lb/MWh","2015-03-01"
"Natural Gas",91.97008896800008,"91 Million MWh<br>904 lb/MWh","2015-04-01"
"Natural Gas",100.42513650999985,"100 Million MWh<br>925 lb/MWh","2015-05-01"
"Natural Gas",119.5782431619999,"119 Million MWh<br>936 lb/MWh","2015-06-01"
"Natural Gas",140.33543919300016,"140 Million MWh<br>944 lb/MWh","2015-07-01"
"Natural Gas",138.40103624099984,"138 Million MWh<br>942 lb/MWh","2015-08-01"
"Natural Gas",122.02040161999996,"122 Million MWh<br>930 lb/MWh","2015-09-01"
"Natural Gas",109.23126892600006,"109 Million MWh<br>921 lb/MWh","2015-10-01"
"Natural Gas",101.25199617300008,"101 Million MWh<br>924 lb/MWh","2015-11-01"
"Natural Gas",108.134450368,"108 Million MWh<br>902 lb/MWh","2015-12-01"
"Natural Gas",109.82008665799997,"109 Million MWh<br>870 lb/MWh","2016-01-01"
"Natural Gas",98.54348721799985,"98 Million MWh<br>869 lb/MWh","2016-02-01"
"Natural Gas",103.88118975799995,"103 Million MWh<br>892 lb/MWh","2016-03-01"
"Natural Gas",98.86653616099991,"98 Million MWh<br>904 lb/MWh","2016-04-01"
"Natural Gas",110.41996791000017,"110 Million MWh<br>906 lb/MWh","2016-05-01"
"Natural Gas",131.38407131600005,"131 Million MWh<br>918 lb/MWh","2016-06-01"
"Natural Gas",151.16121490600008,"151 Million MWh<br>936 lb/MWh","2016-07-01"
"Natural Gas",154.74696992800014,"154 Million MWh<br>927 lb/MWh","2016-08-01"
"Natural Gas",125.59179867600011,"125 Million MWh<br>913 lb/MWh","2016-09-01"
"Natural Gas",102.88247663000008,"102 Million MWh<br>901 lb/MWh","2016-10-01"
"Natural Gas",93.89718315100012,"93 Million MWh<br>879 lb/MWh","2016-11-01"
"Natural Gas",96.63208037699991,"96 Million MWh<br>865 lb/MWh","2016-12-01"
"Natural Gas",78.74068213099999,"78 Million MWh<br>902 lb/MWh","2017-01-01"
"Natural Gas",68.737369056,"68 Million MWh<br>902 lb/MWh","2017-02-01"
"Natural Gas",78.39120917999996,"78 Million MWh<br>933 lb/MWh","2017-03-01"
"Natural Gas",72.51348446700005,"72 Million MWh<br>936 lb/MWh","2017-04-01"
"Natural Gas",81.03668508400007,"81 Million MWh<br>946 lb/MWh","2017-05-01"
"Natural Gas",96.346011671,"96 Million MWh<br>959 lb/MWh","2017-06-01"
"Natural Gas",117.61798904000004,"117 Million MWh<br>971 lb/MWh","2017-07-01"
"Natural Gas",115.26275638899996,"115 Million MWh<br>959 lb/MWh","2017-08-01"
"Natural Gas",96.23356654800004,"96 Million MWh<br>968 lb/MWh","2017-09-01"
"Natural Gas",87.39618033100001,"87 Million MWh<br>952 lb/MWh","2017-10-01"
"Natural Gas",76.91194155999995,"76 Million MWh<br>924 lb/MWh","2017-11-01"
"Natural Gas",89.57510764399994,"89 Million MWh<br>923 lb/MWh","2017-12-01"
"Nuclear",68.707077,"68 Million MWh<br>0 lb/MWh","2001-01-01"
"Nuclear",61.272407,"61 Million MWh<br>0 lb/MWh","2001-02-01"
"Nuclear",62.140712,"62 Million MWh<br>0 lb/MWh","2001-03-01"
"Nuclear",56.003026,"56 Million MWh<br>0 lb/MWh","2001-04-01"
"Nuclear",61.512445,"61 Million MWh<br>0 lb/MWh","2001-05-01"
"Nuclear",68.023098,"68 Million MWh<br>0 lb/MWh","2001-06-01"
"Nuclear",69.16604,"69 Million MWh<br>0 lb/MWh","2001-07-01"
"Nuclear",68.389496,"68 Million MWh<br>0 lb/MWh","2001-08-01"
"Nuclear",63.378451,"63 Million MWh<br>0 lb/MWh","2001-09-01"
"Nuclear",60.460967,"60 Million MWh<br>0 lb/MWh","2001-10-01"
"Nuclear",62.341711,"62 Million MWh<br>0 lb/MWh","2001-11-01"
"Nuclear",67.430878,"67 Million MWh<br>0 lb/MWh","2001-12-01"
"Nuclear",70.925863,"70 Million MWh<br>0 lb/MWh","2002-01-01"
"Nuclear",61.658274,"61 Million MWh<br>0 lb/MWh","2002-02-01"
"Nuclear",63.040647,"63 Million MWh<br>0 lb/MWh","2002-03-01"
"Nuclear",58.437062,"58 Million MWh<br>0 lb/MWh","2002-04-01"
"Nuclear",63.032192,"63 Million MWh<br>0 lb/MWh","2002-05-01"
"Nuclear",66.371896,"66 Million MWh<br>0 lb/MWh","2002-06-01"
"Nuclear",70.420827,"70 Million MWh<br>0 lb/MWh","2002-07-01"
"Nuclear",70.777688,"70 Million MWh<br>0 lb/MWh","2002-08-01"
"Nuclear",64.48079,"64 Million MWh<br>0 lb/MWh","2002-09-01"
"Nuclear",60.493052,"60 Million MWh<br>0 lb/MWh","2002-10-01"
"Nuclear",61.520324,"61 Million MWh<br>0 lb/MWh","2002-11-01"
"Nuclear",68.905472,"68 Million MWh<br>0 lb/MWh","2002-12-01"
"Nuclear",69.211084,"69 Million MWh<br>0 lb/MWh","2003-01-01"
"Nuclear",60.941869,"60 Million MWh<br>0 lb/MWh","2003-02-01"
"Nuclear",59.933261,"59 Million MWh<br>0 lb/MWh","2003-03-01"
"Nuclear",56.775591,"56 Million MWh<br>0 lb/MWh","2003-04-01"
"Nuclear",62.20196,"62 Million MWh<br>0 lb/MWh","2003-05-01"
"Nuclear",64.180727,"64 Million MWh<br>0 lb/MWh","2003-06-01"
"Nuclear",69.652754,"69 Million MWh<br>0 lb/MWh","2003-07-01"
"Nuclear",69.023878,"69 Million MWh<br>0 lb/MWh","2003-08-01"
"Nuclear",63.583645,"63 Million MWh<br>0 lb/MWh","2003-09-01"
"Nuclear",60.016207,"60 Million MWh<br>0 lb/MWh","2003-10-01"
"Nuclear",59.60002,"59 Million MWh<br>0 lb/MWh","2003-11-01"
"Nuclear",68.611699,"68 Million MWh<br>0 lb/MWh","2003-12-01"
"Nuclear",70.80616,"70 Million MWh<br>0 lb/MWh","2004-01-01"
"Nuclear",64.101949,"64 Million MWh<br>0 lb/MWh","2004-02-01"
"Nuclear",63.285116,"63 Million MWh<br>0 lb/MWh","2004-03-01"
"Nuclear",58.620255,"58 Million MWh<br>0 lb/MWh","2004-04-01"
"Nuclear",64.917412,"64 Million MWh<br>0 lb/MWh","2004-05-01"
"Nuclear",67.734073,"67 Million MWh<br>0 lb/MWh","2004-06-01"
"Nuclear",71.97504,"71 Million MWh<br>0 lb/MWh","2004-07-01"
"Nuclear",71.068483,"71 Million MWh<br>0 lb/MWh","2004-08-01"
"Nuclear",65.932057,"65 Million MWh<br>0 lb/MWh","2004-09-01"
"Nuclear",62.530352,"62 Million MWh<br>0 lb/MWh","2004-10-01"
"Nuclear",58.940863,"58 Million MWh<br>0 lb/MWh","2004-11-01"
"Nuclear",68.616627,"68 Million MWh<br>0 lb/MWh","2004-12-01"
"Nuclear",69.828239,"69 Million MWh<br>0 lb/MWh","2005-01-01"
"Nuclear",60.946934,"60 Million MWh<br>0 lb/MWh","2005-02-01"
"Nuclear",61.53853,"61 Million MWh<br>0 lb/MWh","2005-03-01"
"Nuclear",55.48401,"55 Million MWh<br>0 lb/MWh","2005-04-01"
"Nuclear",62.970464,"62 Million MWh<br>0 lb/MWh","2005-05-01"
"Nuclear",66.144275,"66 Million MWh<br>0 lb/MWh","2005-06-01"
"Nuclear",71.070011,"71 Million MWh<br>0 lb/MWh","2005-07-01"
"Nuclear",71.38155,"71 Million MWh<br>0 lb/MWh","2005-08-01"
"Nuclear",66.738979,"66 Million MWh<br>0 lb/MWh","2005-09-01"
"Nuclear",61.235597,"61 Million MWh<br>0 lb/MWh","2005-10-01"
"Nuclear",62.912709,"62 Million MWh<br>0 lb/MWh","2005-11-01"
"Nuclear",71.735067,"71 Million MWh<br>0 lb/MWh","2005-12-01"
"Nuclear",71.911532,"71 Million MWh<br>0 lb/MWh","2006-01-01"
"Nuclear",62.615654,"62 Million MWh<br>0 lb/MWh","2006-02-01"
"Nuclear",63.720849,"63 Million MWh<br>0 lb/MWh","2006-03-01"
"Nuclear",57.567204,"57 Million MWh<br>0 lb/MWh","2006-04-01"
"Nuclear",62.775701,"62 Million MWh<br>0 lb/MWh","2006-05-01"
"Nuclear",68.391472,"68 Million MWh<br>0 lb/MWh","2006-06-01"
"Nuclear",72.186494,"72 Million MWh<br>0 lb/MWh","2006-07-01"
"Nuclear",72.016095,"72 Million MWh<br>0 lb/MWh","2006-08-01"
"Nuclear",66.642327,"66 Million MWh<br>0 lb/MWh","2006-09-01"
