"fuel category","generation (M MWh)","hovertext","date"
"Other Renewables",4.715521576000002,"4 Million MWh<br>46 lb/MWh","2001-01-01"
"Other Renewables",4.046364769000002,"4 Million MWh<br>47 lb/MWh","2001-02-01"
"Other Renewables",4.3434674160000055,"4 Million MWh<br>49 lb/MWh","2001-03-01"
"Other Renewables",4.20291511,"4 Million MWh<br>46 lb/MWh","2001-04-01"
"Other Renewables",4.090788215,"4 Million MWh<br>46 lb/MWh","2001-05-01"
"Other Renewables",4.2844073850000015,"4 Million MWh<br>45 lb/MWh","2001-06-01"
"Other Renewables",4.570642876999998,"4 Million MWh<br>46 lb/MWh","2001-07-01"
"Other Renewables",4.704463701000003,"4 Million MWh<br>44 lb/MWh","2001-08-01"
"Other Renewables",4.336384370000001,"4 Million MWh<br>46 lb/MWh","2001-09-01"
"Other Renewables",4.540868402,"4 Million MWh<br>45 lb/MWh","2001-10-01"
"Other Renewables",4.3576920889999995,"4 Million MWh<br>47 lb/MWh","2001-11-01"
"Other Renewables",4.508268377999997,"4 Million MWh<br>46 lb/MWh","2001-12-01"
"Other Renewables",5.011633478000005,"5 Million MWh<br>45 lb/MWh","2002-01-01"
"Other Renewables",4.372789533999999,"4 Million MWh<br>45 lb/MWh","2002-02-01"
"Other Renewables",4.678977702000004,"4 Million MWh<br>46 lb/MWh","2002-03-01"
"Other Renewables",4.757013141,"4 Million MWh<br>41 lb/MWh","2002-04-01"
"Other Renewables",4.833134164000006,"4 Million MWh<br>44 lb/MWh","2002-05-01"
"Other Renewables",5.060985944999999,"5 Million MWh<br>39 lb/MWh","2002-06-01"
"Other Renewables",5.2688101359999955,"5 Million MWh<br>42 lb/MWh","2002-07-01"
"Other Renewables",5.2042183669999975,"5 Million MWh<br>41 lb/MWh","2002-08-01"
"Other Renewables",5.052046617000001,"5 Million MWh<br>41 lb/MWh","2002-09-01"
"Other Renewables",5.093216266999997,"5 Million MWh<br>42 lb/MWh","2002-10-01"
"Other Renewables",4.846309670000006,"4 Million MWh<br>43 lb/MWh","2002-11-01"
"Other Renewables",4.990351142000001,"4 Million MWh<br>43 lb/MWh","2002-12-01"
"Other Renewables",4.175238485000001,"4 Million MWh<br>54 lb/MWh","2003-01-01"
"Other Renewables",3.803549455999998,"3 Million MWh<br>53 lb/MWh","2003-02-01"
"Other Renewables",4.097263560999999,"4 Million MWh<br>52 lb/MWh","2003-03-01"
"Other Renewables",3.9598544940000013,"3 Million MWh<br>51 lb/MWh","2003-04-01"
"Other Renewables",3.850001180999998,"3 Million MWh<br>54 lb/MWh","2003-05-01"
"Other Renewables",3.999955819000002,"3 Million MWh<br>54 lb/MWh","2003-06-01"
"Other Renewables",4.438672506,"4 Million MWh<br>49 lb/MWh","2003-07-01"
"Other Renewables",4.377374179000004,"4 Million MWh<br>49 lb/MWh","2003-08-01"
"Other Renewables",4.099071562000003,"4 Million MWh<br>52 lb/MWh","2003-09-01"
"Other Renewables",3.9133434589999996,"3 Million MWh<br>54 lb/MWh","2003-10-01"
"Other Renewables",4.033148626,"4 Million MWh<br>50 lb/MWh","2003-11-01"
"Other Renewables",4.389047122999998,"4 Million MWh<br>51 lb/MWh","2003-12-01"
"Other Renewables",4.982265948940005,"4 Million MWh<br>41 lb/MWh","2004-01-01"
"Other Renewables",4.616741613550004,"4 Million MWh<br>41 lb/MWh","2004-02-01"
"Other Renewables",4.782328373840004,"4 Million MWh<br>41 lb/MWh","2004-03-01"
"Other Renewables",4.651493836800001,"4 Million MWh<br>39 lb/MWh","2004-04-01"
"Other Renewables",4.617416362669998,"4 Million MWh<br>41 lb/MWh","2004-05-01"
"Other Renewables",4.6910250420200015,"4 Million MWh<br>41 lb/MWh","2004-06-01"
"Other Renewables",5.071279693930004,"5 Million MWh<br>39 lb/MWh","2004-07-01"
"Other Renewables",4.962458060770003,"4 Million MWh<br>40 lb/MWh","2004-08-01"
"Other Renewables",4.661664887100003,"4 Million MWh<br>40 lb/MWh","2004-09-01"
"Other Renewables",4.884007580020006,"4 Million MWh<br>41 lb/MWh","2004-10-01"
"Other Renewables",4.612866579090005,"4 Million MWh<br>41 lb/MWh","2004-11-01"
"Other Renewables",4.779923494320006,"4 Million MWh<br>41 lb/MWh","2004-12-01"
"Other Renewables",5.041545382410003,"5 Million MWh<br>42 lb/MWh","2005-01-01"
"Other Renewables",4.547853884960004,"4 Million MWh<br>39 lb/MWh","2005-02-01"
"Other Renewables",4.940281190409997,"4 Million MWh<br>41 lb/MWh","2005-03-01"
"Other Renewables",4.681602255580001,"4 Million MWh<br>42 lb/MWh","2005-04-01"
"Other Renewables",4.823044059809988,"4 Million MWh<br>44 lb/MWh","2005-05-01"
"Other Renewables",4.8755663783,"4 Million MWh<br>43 lb/MWh","2005-06-01"
"Other Renewables",5.156931281170009,"5 Million MWh<br>41 lb/MWh","2005-07-01"
"Other Renewables",5.167607292820004,"5 Million MWh<br>41 lb/MWh","2005-08-01"
"Other Renewables",4.867370629910002,"4 Million MWh<br>42 lb/MWh","2005-09-01"
"Other Renewables",4.8865456663899955,"4 Million MWh<br>43 lb/MWh","2005-10-01"
"Other Renewables",4.842319691759991,"4 Million MWh<br>42 lb/MWh","2005-11-01"
"Other Renewables",5.018419727870003,"5 Million MWh<br>42 lb/MWh","2005-12-01"
"Other Renewables",6.036998693969999,"6 Million MWh<br>34 lb/MWh","2006-01-01"
"Other Renewables",5.4302947563200075,"5 Million MWh<br>34 lb/MWh","2006-02-01"
"Other Renewables",5.804556007930004,"5 Million MWh<br>36 lb/MWh","2006-03-01"
"Other Renewables",5.334296897129999,"5 Million MWh<br>35 lb/MWh","2006-04-01"
"Other Renewables",5.504037403919998,"5 Million MWh<br>33 lb/MWh","2006-05-01"
"Other Renewables",5.6586653702900005,"5 Million MWh<br>35 lb/MWh","2006-06-01"
"Other Renewables",6.1023186680100086,"6 Million MWh<br>34 lb/MWh","2006-07-01"
"Other Renewables",6.1533667912300025,"6 Million MWh<br>35 lb/MWh","2006-08-01"
"Other Renewables",5.784970352399998,"5 Million MWh<br>35 lb/MWh","2006-09-01"
"Other Renewables",5.817904471920006,"5 Million MWh<br>36 lb/MWh","2006-10-01"
"Other Renewables",5.745791691349999,"5 Million MWh<br>35 lb/MWh","2006-11-01"
"Other Renewables",6.027812546800006,"6 Million MWh<br>35 lb/MWh","2006-12-01"
"Other Renewables",6.1556209629999925,"6 Million MWh<br>35 lb/MWh","2007-01-01"
"Other Renewables",5.330921043999996,"5 Million MWh<br>35 lb/MWh","2007-02-01"
"Other Renewables",5.675419667000002,"5 Million MWh<br>35 lb/MWh","2007-03-01"
"Other Renewables",5.459507635000001,"5 Million MWh<br>35 lb/MWh","2007-04-01"
"Other Renewables",5.576606911000001,"5 Million MWh<br>34 lb/MWh","2007-05-01"
"Other Renewables",5.835998562999993,"5 Million MWh<br>35 lb/MWh","2007-06-01"
"Other Renewables",6.118536322999993,"6 Million MWh<br>34 lb/MWh","2007-07-01"
"Other Renewables",6.111821434999999,"6 Million MWh<br>34 lb/MWh","2007-08-01"
"Other Renewables",5.899766255000005,"5 Million MWh<br>34 lb/MWh","2007-09-01"
"Other Renewables",5.927954600000002,"5 Million MWh<br>35 lb/MWh","2007-10-01"
"Other Renewables",5.901426680999997,"5 Million MWh<br>34 lb/MWh","2007-11-01"
"Other Renewables",6.048844996000002,"6 Million MWh<br>34 lb/MWh","2007-12-01"
"Other Renewables",5.952851823000002,"5 Million MWh<br>33 lb/MWh","2008-01-01"
"Other Renewables",5.4607087670000025,"5 Million MWh<br>33 lb/MWh","2008-02-01"
"Other Renewables",5.84597104099999,"5 Million MWh<br>35 lb/MWh","2008-03-01"
"Other Renewables",5.651009564000002,"5 Million MWh<br>35 lb/MWh","2008-04-01"
"Other Renewables",5.660292873999997,"5 Million MWh<br>37 lb/MWh","2008-05-01"
"Other Renewables",5.875747743000003,"5 Million MWh<br>35 lb/MWh","2008-06-01"
"Other Renewables",6.213355831,"6 Million MWh<br>34 lb/MWh","2008-07-01"
"Other Renewables",6.1439774610000075,"6 Million MWh<br>34 lb/MWh","2008-08-01"
"Other Renewables",5.718895435999999,"5 Million MWh<br>36 lb/MWh","2008-09-01"
"Other Renewables",5.829883913999992,"5 Million MWh<br>36 lb/MWh","2008-10-01"
"Other Renewables",5.759436336000008,"5 Million MWh<br>35 lb/MWh","2008-11-01"
"Other Renewables",5.7550324200000045,"5 Million MWh<br>36 lb/MWh","2008-12-01"
"Other Renewables",5.781350306999992,"5 Million MWh<br>36 lb/MWh","2009-01-01"
"Other Renewables",5.3480593439999975,"5 Million MWh<br>36 lb/MWh","2009-02-01"
"Other Renewables",5.772361871999998,"5 Million MWh<br>37 lb/MWh","2009-03-01"
"Other Renewables",5.428811116999999,"5 Million MWh<br>37 lb/MWh","2009-04-01"
"Other Renewables",5.492081996999997,"5 Million MWh<br>37 lb/MWh","2009-05-01"
"Other Renewables",5.76464801900001,"5 Million MWh<br>34 lb/MWh","2009-06-01"
"Other Renewables",6.111000480000002,"6 Million MWh<br>34 lb/MWh","2009-07-01"
"Other Renewables",6.21013393199999,"6 Million MWh<br>33 lb/MWh","2009-08-01"
"Other Renewables",5.778712492000002,"5 Million MWh<br>34 lb/MWh","2009-09-01"
"Other Renewables",5.786350801000005,"5 Million MWh<br>34 lb/MWh","2009-10-01"
"Other Renewables",5.894487924999998,"5 Million MWh<br>35 lb/MWh","2009-11-01"
"Other Renewables",6.133393918000007,"6 Million MWh<br>36 lb/MWh","2009-12-01"
"Other Renewables",5.932255922000008,"5 Million MWh<br>36 lb/MWh","2010-01-01"
"Other Renewables",5.428028874000002,"5 Million MWh<br>35 lb/MWh","2010-02-01"
"Other Renewables",5.980007949999995,"5 Million MWh<br>36 lb/MWh","2010-03-01"
"Other Renewables",5.722155490000006,"5 Million MWh<br>35 lb/MWh","2010-04-01"
"Other Renewables",5.772111874000007,"5 Million MWh<br>37 lb/MWh","2010-05-01"
"Other Renewables",5.975687667000008,"5 Million MWh<br>35 lb/MWh","2010-06-01"
"Other Renewables",6.212797442999992,"6 Million MWh<br>34 lb/MWh","2010-07-01"
"Other Renewables",6.248911100000002,"6 Million MWh<br>34 lb/MWh","2010-08-01"
"Other Renewables",5.975768715000005,"5 Million MWh<br>34 lb/MWh","2010-09-01"
"Other Renewables",5.763536161999992,"5 Million MWh<br>35 lb/MWh","2010-10-01"
"Other Renewables",5.949548996000005,"5 Million MWh<br>35 lb/MWh","2010-11-01"
"Other Renewables",6.246220943000003,"6 Million MWh<br>35 lb/MWh","2010-12-01"
"Other Renewables",6.144626963999998,"6 Million MWh<br>36 lb/MWh","2011-01-01"
"Other Renewables",5.5720461839999995,"5 Million MWh<br>36 lb/MWh","2011-02-01"
"Other Renewables",5.9560520420000005,"5 Million MWh<br>37 lb/MWh","2011-03-01"
"Other Renewables",5.5118085839999935,"5 Million MWh<br>37 lb/MWh","2011-04-01"
"Other Renewables",5.64601033899999,"5 Million MWh<br>38 lb/MWh","2011-05-01"
"Other Renewables",6.040975960999995,"6 Million MWh<br>33 lb/MWh","2011-06-01"
"Other Renewables",6.2815719609999965,"6 Million MWh<br>33 lb/MWh","2011-07-01"
"Other Renewables",6.311578163,"6 Million MWh<br>33 lb/MWh","2011-08-01"
"Other Renewables",5.956956606000002,"5 Million MWh<br>34 lb/MWh","2011-09-01"
"Other Renewables",5.835098673999998,"5 Million MWh<br>36 lb/MWh","2011-10-01"
"Other Renewables",6.01375057200001,"6 Million MWh<br>34 lb/MWh","2011-11-01"
"Other Renewables",6.373051052999999,"6 Million MWh<br>34 lb/MWh","2011-12-01"
"Other Renewables",6.175262735000001,"6 Million MWh<br>33 lb/MWh","2012-01-01"
"Other Renewables",5.805952081999989,"5 Million MWh<br>33 lb/MWh","2012-02-01"
"Other Renewables",5.939983420999993,"5 Million MWh<br>35 lb/MWh","2012-03-01"
"Other Renewables",5.533006665999999,"5 Million MWh<br>36 lb/MWh","2012-04-01"
"Other Renewables",5.878779374000006,"5 Million MWh<br>35 lb/MWh","2012-05-01"
"Other Renewables",5.962547946000001,"5 Million MWh<br>34 lb/MWh","2012-06-01"
"Other Renewables",6.385556594999993,"6 Million MWh<br>33 lb/MWh","2012-07-01"
"Other Renewables",6.391280609000001,"6 Million MWh<br>33 lb/MWh","2012-08-01"
"Other Renewables",6.1453989449999975,"6 Million MWh<br>34 lb/MWh","2012-09-01"
"Other Renewables",6.150332542999989,"6 Million MWh<br>34 lb/MWh","2012-10-01"
"Other Renewables",6.203806071999998,"6 Million MWh<br>34 lb/MWh","2012-11-01"
"Other Renewables",6.519150161000006,"6 Million MWh<br>34 lb/MWh","2012-12-01"
"Other Renewables",6.473392254999992,"6 Million MWh<br>34 lb/MWh","2013-01-01"
"Other Renewables",5.820697411000013,"5 Million MWh<br>34 lb/MWh","2013-02-01"
"Other Renewables",6.433408703000003,"6 Million MWh<br>34 lb/MWh","2013-03-01"
"Other Renewables",5.816236099000001,"5 Million MWh<br>35 lb/MWh","2013-04-01"
"Other Renewables",6.261142091000001,"6 Million MWh<br>33 lb/MWh","2013-05-01"
"Other Renewables",6.333790878000002,"6 Million MWh<br>32 lb/MWh","2013-06-01"
"Other Renewables",6.668619901999999,"6 Million MWh<br>32 lb/MWh","2013-07-01"
"Other Renewables",6.802171375999996,"6 Million MWh<br>31 lb/MWh","2013-08-01"
"Other Renewables",6.366828338999999,"6 Million MWh<br>33 lb/MWh","2013-09-01"
"Other Renewables",6.433378990000002,"6 Million MWh<br>34 lb/MWh","2013-10-01"
"Other Renewables",6.4012016060000025,"6 Million MWh<br>31 lb/MWh","2013-11-01"
"Other Renewables",6.8063777349999945,"6 Million MWh<br>32 lb/MWh","2013-12-01"
"Other Renewables",6.814366039000007,"6 Million MWh<br>31 lb/MWh","2014-01-01"
"Other Renewables",6.153066041999997,"6 Million MWh<br>31 lb/MWh","2014-02-01"
"Other Renewables",6.768339303999994,"6 Million MWh<br>31 lb/MWh","2014-03-01"
"Other Renewables",6.325611021999984,"6 Million MWh<br>33 lb/MWh","2014-04-01"
"Other Renewables",6.433995539000002,"6 Million MWh<br>33 lb/MWh","2014-05-01"
"Other Renewables",6.737534539000004,"6 Million MWh<br>31 lb/MWh","2014-06-01"
"Other Renewables",7.064505786000006,"7 Million MWh<br>30 lb/MWh","2014-07-01"
"Other Renewables",6.966427071,"6 Million MWh<br>31 lb/MWh","2014-08-01"
"Other Renewables",6.537204313999995,"6 Million MWh<br>32 lb/MWh","2014-09-01"
"Other Renewables",6.4894192270000035,"6 Million MWh<br>33 lb/MWh","2014-10-01"
"Other Renewables",6.556737471999993,"6 Million MWh<br>33 lb/MWh","2014-11-01"
"Other Renewables",6.8741740560000055,"6 Million MWh<br>32 lb/MWh","2014-12-01"
"Other Renewables",6.735566243999999,"6 Million MWh<br>32 lb/MWh","2015-01-01"
"Other Renewables",6.0989227519999964,"6 Million MWh<br>33 lb/MWh","2015-02-01"
"Other Renewables",6.510571785000008,"6 Million MWh<br>33 lb/MWh","2015-03-01"
"Other Renewables",6.196672669000017,"6 Million MWh<br>32 lb/MWh","2015-04-01"
"Other Renewables",6.474062948000003,"6 Million MWh<br>34 lb/MWh","2015-05-01"
"Other Renewables",6.528562709000009,"6 Million MWh<br>32 lb/MWh","2015-06-01"
"Other Renewables",7.094572043999998,"7 Million MWh<br>30 lb/MWh","2015-07-01"
"Other Renewables",6.997709877,"6 Million MWh<br>30 lb/MWh","2015-08-01"
"Other Renewables",6.407643113000001,"6 Million MWh<br>30 lb/MWh","2015-09-01"
"Other Renewables",6.338131583000009,"6 Million MWh<br>33 lb/MWh","2015-10-01"
"Other Renewables",6.5949178779999995,"6 Million MWh<br>32 lb/MWh","2015-11-01"
"Other Renewables",6.878084781999998,"6 Million MWh<br>32 lb/MWh","2015-12-01"
"Other Renewables",6.726675600000002,"6 Million MWh<br>31 lb/MWh","2016-01-01"
"Other Renewables",6.358019347999997,"6 Million MWh<br>30 lb/MWh","2016-02-01"
"Other Renewables",6.527209574999996,"6 Million MWh<br>31 lb/MWh","2016-03-01"
"Other Renewables",5.987459206999998,"5 Million MWh<br>31 lb/MWh","2016-04-01"
"Other Renewables",6.43797889300001,"6 Million MWh<br>33 lb/MWh","2016-05-01"
"Other Renewables",6.459421610999991,"6 Million MWh<br>30 lb/MWh","2016-06-01"
"Other Renewables",6.809321397999999,"6 Million MWh<br>30 lb/MWh","2016-07-01"
"Other Renewables",6.906808815000002,"6 Million MWh<br>30 lb/MWh","2016-08-01"
"Other Renewables",6.490670021999997,"6 Million MWh<br>32 lb/MWh","2016-09-01"
"Other Renewables",6.222354080000003,"6 Million MWh<br>34 lb/MWh","2016-10-01"
"Other Renewables",6.646320414999994,"6 Million MWh<br>32 lb/MWh","2016-11-01"
"Other Renewables",7.013824427000001,"7 Million MWh<br>32 lb/MWh","2016-12-01"
"Other Renewables",3.393978214999997,"3 Million MWh<br>33 lb/MWh","2017-01-01"
"Other Renewables",3.0785868670000003,"3 Million MWh<br>32 lb/MWh","2017-02-01"
"Other Renewables",3.3376030060000006,"3 Million MWh<br>34 lb/MWh","2017-03-01"
"Other Renewables",3.1434145319999987,"3 Million MWh<br>34 lb/MWh","2017-04-01"
"Other Renewables",3.1959184809999983,"3 Million MWh<br>33 lb/MWh","2017-05-01"
"Other Renewables",3.211359921,"3 Million MWh<br>32 lb/MWh","2017-06-01"
"Other Renewables",3.421835308000004,"3 Million MWh<br>33 lb/MWh","2017-07-01"
"Other Renewables",3.411389885000001,"3 Million MWh<br>33 lb/MWh","2017-08-01"
"Other Renewables",3.137958911,"3 Million MWh<br>35 lb/MWh","2017-09-01"
"Other Renewables",3.179622044,"3 Million MWh<br>31 lb/MWh","2017-10-01"
"Other Renewables",3.255455897000002,"3 Million MWh<br>32 lb/MWh","2017-11-01"
"Other Renewables",3.506388583000002,"3 Million MWh<br>32 lb/MWh","2017-12-01"
"Solar",0.006493,"0 Million MWh<br>0 lb/MWh","2001-01-01"
"Solar",0.012547,"0 Million MWh<br>0 lb/MWh","2001-02-01"
"Solar",0.031461,"0 Million MWh<br>0 lb/MWh","2001-03-01"
"Solar",0.038678,"0 Million MWh<br>0 lb/MWh","2001-04-01"
"Solar",0.080955,"0 Million MWh<br>0 lb/MWh","2001-05-01"
"Solar",0.091079,"0 Million MWh<br>0 lb/MWh","2001-06-01"
"Solar",0.091928,"0 Million MWh<br>0 lb/MWh","2001-07-01"
"Solar",0.085233,"0 Million MWh<br>0 lb/MWh","2001-08-01"
"Solar",0.064743,"0 Million MWh<br>0 lb/MWh","2001-09-01"
"Solar",0.02076,"0 Million MWh<br>0 lb/MWh","2001-10-01"
"Solar",0.014259,"0 Million MWh<br>0 lb/MWh","2001-11-01"
"Solar",0.004009,"0 Million MWh<br>0 lb/MWh","2001-12-01"
"Solar",0.011291,"0 Million MWh<br>0 lb/MWh","2002-01-01"
"Solar",0.02351,"0 Million MWh<br>0 lb/MWh","2002-02-01"
"Solar",0.044362,"0 Million MWh<br>0 lb/MWh","2002-03-01"
"Solar",0.045818,"0 Million MWh<br>0 lb/MWh","2002-04-01"
"Solar",0.057597,"0 Million MWh<br>0 lb/MWh","2002-05-01"
"Solar",0.09548521,"0 Million MWh<br>0 lb/MWh","2002-06-01"
"Solar",0.08547756,"0 Million MWh<br>0 lb/MWh","2002-07-01"
"Solar",0.07487537,"0 Million MWh<br>0 lb/MWh","2002-08-01"
"Solar",0.05256989,"0 Million MWh<br>0 lb/MWh","2002-09-01"
"Solar",0.030927,"0 Million MWh<br>0 lb/MWh","2002-10-01"
"Solar",0.02815773,"0 Million MWh<br>0 lb/MWh","2002-11-01"
"Solar",0.00428529,"0 Million MWh<br>0 lb/MWh","2002-12-01"
"Solar",0.01321701,"0 Million MWh<br>0 lb/MWh","2003-01-01"
"Solar",0.01783027,"0 Million MWh<br>0 lb/MWh","2003-02-01"
"Solar",0.050027089999999996,"0 Million MWh<br>0 lb/MWh","2003-03-01"
"Solar",0.060309,"0 Million MWh<br>0 lb/MWh","2003-04-01"
"Solar",0.067962,"0 Million MWh<br>0 lb/MWh","2003-05-01"
"Solar",0.090682,"0 Million MWh<br>0 lb/MWh","2003-06-01"
"Solar",0.062407,"0 Million MWh<br>0 lb/MWh","2003-07-01"
"Solar",0.061992,"0 Million MWh<br>0 lb/MWh","2003-08-01"
"Solar",0.055857,"0 Million MWh<br>0 lb/MWh","2003-09-01"
"Solar",0.035436,"0 Million MWh<br>0 lb/MWh","2003-10-01"
"Solar",0.014031,"0 Million MWh<br>0 lb/MWh","2003-11-01"
"Solar",0.004251,"0 Million MWh<br>0 lb/MWh","2003-12-01"
"Solar",0.012609566000000001,"0 Million MWh<br>0 lb/MWh","2004-01-01"
"Solar",0.010861726999999998,"0 Million MWh<br>0 lb/MWh","2004-02-01"
"Solar",0.052929448,"0 Million MWh<br>0 lb/MWh","2004-03-01"
"Solar",0.056901889000000004,"0 Million MWh<br>0 lb/MWh","2004-04-01"
"Solar",0.081775734,"0 Million MWh<br>0 lb/MWh","2004-05-01"
"Solar",0.087876,"0 Million MWh<br>0 lb/MWh","2004-06-01"
"Solar",0.08210252900000001,"0 Million MWh<br>0 lb/MWh","2004-07-01"
"Solar",0.072846,"0 Million MWh<br>0 lb/MWh","2004-08-01"
"Solar",0.06063169,"0 Million MWh<br>0 lb/MWh","2004-09-01"
"Solar",0.033521088,"0 Million MWh<br>0 lb/MWh","2004-10-01"
"Solar",0.015341566000000001,"0 Million MWh<br>0 lb/MWh","2004-11-01"
"Solar",0.007757764,"0 Million MWh<br>0 lb/MWh","2004-12-01"
"Solar",0.008667540000000001,"0 Million MWh<br>0 lb/MWh","2005-01-01"
"Solar",0.013081541,"0 Million MWh<br>0 lb/MWh","2005-02-01"
"Solar",0.038157085,"0 Million MWh<br>0 lb/MWh","2005-03-01"
"Solar",0.05826325,"0 Million MWh<br>0 lb/MWh","2005-04-01"
"Solar",0.081152713,"0 Million MWh<br>0 lb/MWh","2005-05-01"
"Solar",0.088476247,"0 Million MWh<br>0 lb/MWh","2005-06-01"
"Solar",0.07232901400000001,"0 Million MWh<br>0 lb/MWh","2005-07-01"
"Solar",0.07584547900000001,"0 Million MWh<br>0 lb/MWh","2005-08-01"
"Solar",0.06110770099999999,"0 Million MWh<br>0 lb/MWh","2005-09-01"
"Solar",0.037665146000000004,"0 Million MWh<br>0 lb/MWh","2005-10-01"
"Solar",0.012755203000000001,"0 Million MWh<br>0 lb/MWh","2005-11-01"
"Solar",0.002793421,"0 Million MWh<br>0 lb/MWh","2005-12-01"
"Solar",0.012935296,"0 Million MWh<br>0 lb/MWh","2006-01-01"
"Solar",0.019532835999999998,"0 Million MWh<br>0 lb/MWh","2006-02-01"
"Solar",0.033403853,"0 Million MWh<br>0 lb/MWh","2006-03-01"
"Solar",0.052074317,"0 Million MWh<br>0 lb/MWh","2006-04-01"
"Solar",0.070735121,"0 Million MWh<br>0 lb/MWh","2006-05-01"
"Solar",0.069702073,"0 Million MWh<br>0 lb/MWh","2006-06-01"
"Solar",0.061655905999999996,"0 Million MWh<br>0 lb/MWh","2006-07-01"
"Solar",0.08299316400000001,"0 Million MWh<br>0 lb/MWh","2006-08-01"
"Solar",0.053990222000000004,"0 Million MWh<br>0 lb/MWh","2006-09-01"
"Solar",0.032283456,"0 Million MWh<br>0 lb/MWh","2006-10-01"
"Solar",0.015686478,"0 Million MWh<br>0 lb/MWh","2006-11-01"
"Solar",0.0027132790000000003,"0 Million MWh<br>0 lb/MWh","2006-12-01"
"Solar",0.01284165,"0 Million MWh<br>0 lb/MWh","2007-01-01"
"Solar",0.019244448,"0 Million MWh<br>0 lb/MWh","2007-02-01"
"Solar",0.048487946000000004,"0 Million MWh<br>0 lb/MWh","2007-03-01"
"Solar",0.054464342000000006,"0 Million MWh<br>0 lb/MWh","2007-04-01"
"Solar",0.08419176299999999,"0 Million MWh<br>0 lb/MWh","2007-05-01"
"Solar",0.08445828300000001,"0 Million MWh<br>0 lb/MWh","2007-06-01"
"Solar",0.085792931,"0 Million MWh<br>0 lb/MWh","2007-07-01"
"Solar",0.07516342300000001,"0 Million MWh<br>0 lb/MWh","2007-08-01"
"Solar",0.06821225099999999,"0 Million MWh<br>0 lb/MWh","2007-09-01"
"Solar",0.049232686000000005,"0 Million MWh<br>0 lb/MWh","2007-10-01"
"Solar",0.024301706000000003,"0 Million MWh<br>0 lb/MWh","2007-11-01"
"Solar",0.0054015719999999995,"0 Million MWh<br>0 lb/MWh","2007-12-01"
"Solar",0.016289267000000007,"0 Million MWh<br>0 lb/MWh","2008-01-01"
"Solar",0.035841600999999994,"0 Million MWh<br>0 lb/MWh","2008-02-01"
"Solar",0.07459966700000004,"0 Million MWh<br>0 lb/MWh","2008-03-01"
"Solar",0.09414084399999999,"0 Million MWh<br>0 lb/MWh","2008-04-01"
"Solar",0.09874413399999997,"0 Million MWh<br>0 lb/MWh","2008-05-01"
"Solar",0.128163627,"0 Million MWh<br>0 lb/MWh","2008-06-01"
"Solar",0.110878118,"0 Million MWh<br>0 lb/MWh","2008-07-01"
"Solar",0.10528211500000001,"0 Million MWh<br>0 lb/MWh","2008-08-01"
"Solar",0.09259686099999999,"0 Million MWh<br>0 lb/MWh","2008-09-01"
"Solar",0.060243476,"0 Million MWh<br>0 lb/MWh","2008-10-01"
"Solar",0.028847703,"0 Million MWh<br>0 lb/MWh","2008-11-01"
"Solar",0.018687377,"0 Million MWh<br>0 lb/MWh","2008-12-01"
"Solar",0.0071738090000000015,"0 Million MWh<br>0 lb/MWh","2009-01-01"
"Solar",0.030373291,"0 Million MWh<br>0 lb/MWh","2009-02-01"
"Solar",0.07792685699999997,"0 Million MWh<br>0 lb/MWh","2009-03-01"
"Solar",0.09918713,"0 Million MWh<br>0 lb/MWh","2009-04-01"
"Solar",0.110170567,"0 Million MWh<br>0 lb/MWh","2009-05-01"
"Solar",0.10317389599999997,"0 Million MWh<br>0 lb/MWh","2009-06-01"
"Solar",0.11922488200000006,"0 Million MWh<br>0 lb/MWh","2009-07-01"
"Solar",0.114396216,"0 Million MWh<br>0 lb/MWh","2009-08-01"
"Solar",0.09345796800000002,"0 Million MWh<br>0 lb/MWh","2009-09-01"
"Solar",0.06704384299999996,"0 Million MWh<br>0 lb/MWh","2009-10-01"
"Solar",0.039777732999999996,"0 Million MWh<br>0 lb/MWh","2009-11-01"
"Solar",0.020880638000000007,"0 Million MWh<br>0 lb/MWh","2009-12-01"
"Solar",0.009785580999999998,"0 Million MWh<br>0 lb/MWh","2010-01-01"
"Solar",0.032551509,"0 Million MWh<br>0 lb/MWh","2010-02-01"
"Solar",0.075256388,"0 Million MWh<br>0 lb/MWh","2010-03-01"
"Solar",0.11117227599999996,"0 Million MWh<br>0 lb/MWh","2010-04-01"
"Solar",0.1516544879999999,"0 Million MWh<br>0 lb/MWh","2010-05-01"
"Solar",0.17335324400000013,"0 Million MWh<br>0 lb/MWh","2010-06-01"
"Solar",0.15890255800000003,"0 Million MWh<br>0 lb/MWh","2010-07-01"
"Solar",0.15399798999999995,"0 Million MWh<br>0 lb/MWh","2010-08-01"
"Solar",0.13551742800000002,"0 Million MWh<br>0 lb/MWh","2010-09-01"
"Solar",0.07419709599999999,"0 Million MWh<br>0 lb/MWh","2010-10-01"
"Solar",0.07550389900000003,"0 Million MWh<br>0 lb/MWh","2010-11-01"
"Solar",0.043299212999999996,"0 Million MWh<br>0 lb/MWh","2010-12-01"
"Solar",0.038310551,"0 Million MWh<br>0 lb/MWh","2011-01-01"
"Solar",0.084872755,"0 Million MWh<br>0 lb/MWh","2011-02-01"
"Solar",0.12171449899999993,"0 Million MWh<br>0 lb/MWh","2011-03-01"
"Solar",0.162948716,"0 Million MWh<br>0 lb/MWh","2011-04-01"
