"index (g/kwh)","index (lb/mwh)","final co2 (million mt)","Imperial hovertext","SI hovertext","Emissions hovertext","year","date"
497.9385377329318,1097.7553002860216,154.05469543043648,"1,098 lb/MWh <br>↓ 16.9% from 2005","498 kg/MWh <br>↓ 16.9% from 2005","154 Million<br>Metric Tonnes",2012,"2012-02-01"
477.58240231253166,1052.8781641382075,147.60916114556213,"1,053 lb/MWh <br>↓ 20.3% from 2005","478 kg/MWh <br>↓ 20.3% from 2005","148 Million<br>Metric Tonnes",2012,"2012-03-01"
471.2681637616462,1038.9577938289253,139.12828520524087,"1,039 lb/MWh <br>↓ 21.3% from 2005","471 kg/MWh <br>↓ 21.3% from 2005","139 Million<br>Metric Tonnes",2012,"2012-04-01"
494.2891136311255,1089.709779911179,166.32648466750905,"1,090 lb/MWh <br>↓ 17.5% from 2005","494 kg/MWh <br>↓ 17.5% from 2005","166 Million<br>Metric Tonnes",2012,"2012-05-01"
518.3678645658772,1142.7937942219328,187.03217064910018,"1,143 lb/MWh <br>↓ 13.5% from 2005","518 kg/MWh <br>↓ 13.5% from 2005","187 Million<br>Metric Tonnes",2012,"2012-06-01"
547.6831550845105,1207.422283699312,227.0835941019289,"1,207 lb/MWh <br>↓ 8.6% from 2005","548 kg/MWh <br>↓ 8.6% from 2005","227 Million<br>Metric Tonnes",2012,"2012-07-01"
541.7094477185926,1194.2526484404095,214.3459701188399,"1,194 lb/MWh <br>↓ 9.6% from 2005","542 kg/MWh <br>↓ 9.6% from 2005","214 Million<br>Metric Tonnes",2012,"2012-08-01"
526.4921631186266,1160.7046228113245,176.14871470800514,"1,161 lb/MWh <br>↓ 12.1% from 2005","526 kg/MWh <br>↓ 12.1% from 2005","176 Million<br>Metric Tonnes",2012,"2012-09-01"
521.7769900909445,1150.3095523544964,162.60269795017751,"1,150 lb/MWh <br>↓ 12.9% from 2005","522 kg/MWh <br>↓ 12.9% from 2005","163 Million<br>Metric Tonnes",2012,"2012-10-01"
536.8335905127074,1183.5033336443148,164.24367401850316,"1,184 lb/MWh <br>↓ 10.4% from 2005","537 kg/MWh <br>↓ 10.4% from 2005","164 Million<br>Metric Tonnes",2012,"2012-11-01"
509.45321656248115,1123.140561233646,170.474464636749,"1,123 lb/MWh <br>↓ 15.0% from 2005","509 kg/MWh <br>↓ 15.0% from 2005","170 Million<br>Metric Tonnes",2012,"2012-12-01"
510.0983418937661,1124.5628045389967,177.99970856072866,"1,125 lb/MWh <br>↓ 14.9% from 2005","510 kg/MWh <br>↓ 14.9% from 2005","178 Million<br>Metric Tonnes",2013,"2013-01-01"
512.0614291549092,1128.890626714913,158.588287421831,"1,129 lb/MWh <br>↓ 14.5% from 2005","512 kg/MWh <br>↓ 14.5% from 2005","159 Million<br>Metric Tonnes",2013,"2013-02-01"
516.0786896371421,1137.7470791740436,167.92850086077607,"1,138 lb/MWh <br>↓ 13.9% from 2005","516 kg/MWh <br>↓ 13.9% from 2005","168 Million<br>Metric Tonnes",2013,"2013-03-01"
490.01457238439065,1080.2861262786278,146.67399852005593,"1,080 lb/MWh <br>↓ 18.2% from 2005","490 kg/MWh <br>↓ 18.2% from 2005","147 Million<br>Metric Tonnes",2013,"2013-04-01"
494.0482613833437,1089.1787970457192,159.1563134545765,"1,089 lb/MWh <br>↓ 17.5% from 2005","494 kg/MWh <br>↓ 17.5% from 2005","159 Million<br>Metric Tonnes",2013,"2013-05-01"
520.123759047984,1146.6648391971855,185.5871984609224,"1,147 lb/MWh <br>↓ 13.2% from 2005","520 kg/MWh <br>↓ 13.2% from 2005","186 Million<br>Metric Tonnes",2013,"2013-06-01"
533.1355115081958,1175.3505486709685,210.50040773205498,"1,175 lb/MWh <br>↓ 11.0% from 2005","533 kg/MWh <br>↓ 11.0% from 2005","211 Million<br>Metric Tonnes",2013,"2013-07-01"
535.5604701998368,1180.6966126025602,206.33980244691935,"1,181 lb/MWh <br>↓ 10.6% from 2005","536 kg/MWh <br>↓ 10.6% from 2005","206 Million<br>Metric Tonnes",2013,"2013-08-01"
531.1003466006279,1170.863824115744,181.07025255155318,"1,171 lb/MWh <br>↓ 11.4% from 2005","531 kg/MWh <br>↓ 11.4% from 2005","181 Million<br>Metric Tonnes",2013,"2013-09-01"
514.0891161814454,1133.3608655336147,161.89687904487988,"1,133 lb/MWh <br>↓ 14.2% from 2005","514 kg/MWh <br>↓ 14.2% from 2005","162 Million<br>Metric Tonnes",2013,"2013-10-01"
503.9290320776272,1110.961944118337,158.50167427291598,"1,111 lb/MWh <br>↓ 15.9% from 2005","504 kg/MWh <br>↓ 15.9% from 2005","159 Million<br>Metric Tonnes",2013,"2013-11-01"
519.0826593051811,1144.3696307042026,183.23755700819672,"1,144 lb/MWh <br>↓ 13.4% from 2005","519 kg/MWh <br>↓ 13.4% from 2005","183 Million<br>Metric Tonnes",2013,"2013-12-01"
529.3424533024121,1166.9883725504978,200.02076406525242,"1,167 lb/MWh <br>↓ 11.6% from 2005","529 kg/MWh <br>↓ 11.6% from 2005","200 Million<br>Metric Tonnes",2014,"2014-01-01"
543.7615339964531,1198.7766778485804,176.716845826882,"1,199 lb/MWh <br>↓ 9.2% from 2005","544 kg/MWh <br>↓ 9.2% from 2005","177 Million<br>Metric Tonnes",2014,"2014-02-01"
514.9275911249464,1135.209367394057,171.32518558119074,"1,135 lb/MWh <br>↓ 14.1% from 2005","515 kg/MWh <br>↓ 14.1% from 2005","171 Million<br>Metric Tonnes",2014,"2014-03-01"
480.52267237555895,1059.3602835191573,143.48739189665446,"1,059 lb/MWh <br>↓ 19.8% from 2005","481 kg/MWh <br>↓ 19.8% from 2005","143 Million<br>Metric Tonnes",2014,"2014-04-01"
490.11306016586866,1080.5032524416742,159.67137744171654,"1,081 lb/MWh <br>↓ 18.2% from 2005","490 kg/MWh <br>↓ 18.2% from 2005","160 Million<br>Metric Tonnes",2014,"2014-05-01"
510.4625095274459,1125.3656485042072,183.22029795258908,"1,125 lb/MWh <br>↓ 14.8% from 2005","510 kg/MWh <br>↓ 14.8% from 2005","183 Million<br>Metric Tonnes",2014,"2014-06-01"
525.0863708190118,1157.6054131075934,203.1647866708585,"1,158 lb/MWh <br>↓ 12.4% from 2005","525 kg/MWh <br>↓ 12.4% from 2005","203 Million<br>Metric Tonnes",2014,"2014-07-01"
532.4337085780465,1173.8033539311616,205.2367092313785,"1,174 lb/MWh <br>↓ 11.1% from 2005","532 kg/MWh <br>↓ 11.1% from 2005","205 Million<br>Metric Tonnes",2014,"2014-08-01"
513.5321590001879,1132.1329977318146,175.07501644238488,"1,132 lb/MWh <br>↓ 14.3% from 2005","514 kg/MWh <br>↓ 14.3% from 2005","175 Million<br>Metric Tonnes",2014,"2014-09-01"
491.10875222294953,1082.6983551507146,154.9284322208347,"1,083 lb/MWh <br>↓ 18.0% from 2005","491 kg/MWh <br>↓ 18.0% from 2005","155 Million<br>Metric Tonnes",2014,"2014-10-01"
490.9200104815187,1082.2822551075562,156.2492636870324,"1,082 lb/MWh <br>↓ 18.1% from 2005","491 kg/MWh <br>↓ 18.1% from 2005","156 Million<br>Metric Tonnes",2014,"2014-11-01"
487.5581367561104,1074.870668292521,165.14103369318534,"1,075 lb/MWh <br>↓ 18.6% from 2005","488 kg/MWh <br>↓ 18.6% from 2005","165 Million<br>Metric Tonnes",2014,"2014-12-01"
490.99943661397634,1082.4573579591724,177.34459586359765,"1,082 lb/MWh <br>↓ 18.0% from 2005","491 kg/MWh <br>↓ 18.0% from 2005","177 Million<br>Metric Tonnes",2015,"2015-01-01"
505.1084183271838,1113.5620190441095,169.34208820859547,"1,114 lb/MWh <br>↓ 15.7% from 2005","505 kg/MWh <br>↓ 15.7% from 2005","169 Million<br>Metric Tonnes",2015,"2015-02-01"
467.08031668459984,1029.7252661628688,151.94613291620294,"1,030 lb/MWh <br>↓ 22.0% from 2005","467 kg/MWh <br>↓ 22.0% from 2005","152 Million<br>Metric Tonnes",2015,"2015-03-01"
441.0501748190307,972.3392154060354,130.2783000804878,"972 lb/MWh <br>↓ 26.4% from 2005","441 kg/MWh <br>↓ 26.4% from 2005","130 Million<br>Metric Tonnes",2015,"2015-04-01"
471.2308599469047,1038.8755538389462,152.4263121761512,"1,039 lb/MWh <br>↓ 21.3% from 2005","471 kg/MWh <br>↓ 21.3% from 2005","152 Million<br>Metric Tonnes",2015,"2015-05-01"
502.6620118804331,1108.1686713916029,182.86661159961906,"1,108 lb/MWh <br>↓ 16.1% from 2005","503 kg/MWh <br>↓ 16.1% from 2005","183 Million<br>Metric Tonnes",2015,"2015-06-01"
512.4765284914944,1129.8057547123485,205.9561027705605,"1,130 lb/MWh <br>↓ 14.5% from 2005","512 kg/MWh <br>↓ 14.5% from 2005","206 Million<br>Metric Tonnes",2015,"2015-07-01"
510.73758272405854,1125.9720748734594,201.00777276550704,"1,126 lb/MWh <br>↓ 14.8% from 2005","511 kg/MWh <br>↓ 14.8% from 2005","201 Million<br>Metric Tonnes",2015,"2015-08-01"
500.3572658646083,1103.0876283251157,175.84208439557554,"1,103 lb/MWh <br>↓ 16.5% from 2005","500 kg/MWh <br>↓ 16.5% from 2005","176 Million<br>Metric Tonnes",2015,"2015-09-01"
471.81554631591484,1040.164553408066,147.81587287407206,"1,040 lb/MWh <br>↓ 21.2% from 2005","472 kg/MWh <br>↓ 21.2% from 2005","148 Million<br>Metric Tonnes",2015,"2015-10-01"
447.52294753641166,986.6090901387734,134.9815784560844,"987 lb/MWh <br>↓ 25.3% from 2005","448 kg/MWh <br>↓ 25.3% from 2005","135 Million<br>Metric Tonnes",2015,"2015-11-01"
428.87644736663697,945.5010158644881,139.52426969189554,"946 lb/MWh <br>↓ 28.4% from 2005","429 kg/MWh <br>↓ 28.4% from 2005","140 Million<br>Metric Tonnes",2015,"2015-12-01"
455.2379541723254,1003.6175937683086,161.01367786743444,"1,004 lb/MWh <br>↓ 24.0% from 2005","455 kg/MWh <br>↓ 24.0% from 2005","161 Million<br>Metric Tonnes",2016,"2016-01-01"
430.8986706499603,949.9592093149023,135.65674568082267,"950 lb/MWh <br>↓ 28.1% from 2005","431 kg/MWh <br>↓ 28.1% from 2005","136 Million<br>Metric Tonnes",2016,"2016-02-01"
388.91729670923485,857.4070723251793,118.96553235377633,"857 lb/MWh <br>↓ 35.1% from 2005","389 kg/MWh <br>↓ 35.1% from 2005","119 Million<br>Metric Tonnes",2016,"2016-03-01"
395.85344520606435,872.6985053012895,116.60613705715305,"873 lb/MWh <br>↓ 33.9% from 2005","396 kg/MWh <br>↓ 33.9% from 2005","117 Million<br>Metric Tonnes",2016,"2016-04-01"
414.7384179183639,914.3323161428253,132.14972000004394,"914 lb/MWh <br>↓ 30.8% from 2005","415 kg/MWh <br>↓ 30.8% from 2005","132 Million<br>Metric Tonnes",2016,"2016-05-01"
474.85947469411326,1046.8751979106419,175.54617826614097,"1,047 lb/MWh <br>↓ 20.7% from 2005","475 kg/MWh <br>↓ 20.7% from 2005","176 Million<br>Metric Tonnes",2016,"2016-06-01"
497.50906297766716,1096.8084802405651,205.89796222459617,"1,097 lb/MWh <br>↓ 17.0% from 2005","498 kg/MWh <br>↓ 17.0% from 2005","206 Million<br>Metric Tonnes",2016,"2016-07-01"
501.03567430244254,1104.5832475671648,206.23321631338644,"1,105 lb/MWh <br>↓ 16.4% from 2005","501 kg/MWh <br>↓ 16.4% from 2005","206 Million<br>Metric Tonnes",2016,"2016-08-01"
483.6215967263018,1066.192172142805,170.81262251593273,"1,066 lb/MWh <br>↓ 19.3% from 2005","484 kg/MWh <br>↓ 19.3% from 2005","171 Million<br>Metric Tonnes",2016,"2016-09-01"
460.9255885527304,1016.1565525233497,144.9487967818576,"1,016 lb/MWh <br>↓ 23.1% from 2005","461 kg/MWh <br>↓ 23.1% from 2005","145 Million<br>Metric Tonnes",2016,"2016-10-01"
430.5991928335707,949.29898052089,128.44630359162724,"949 lb/MWh <br>↓ 28.1% from 2005","431 kg/MWh <br>↓ 28.1% from 2005","128 Million<br>Metric Tonnes",2016,"2016-11-01"
462.36258312758554,1019.324550763075,160.20234198916907,"1,019 lb/MWh <br>↓ 22.8% from 2005","462 kg/MWh <br>↓ 22.8% from 2005","160 Million<br>Metric Tonnes",2016,"2016-12-01"
453.0310946929374,998.7523513600497,156.03407724080427,"999 lb/MWh <br>↓ 24.4% from 2005","453 kg/MWh <br>↓ 24.4% from 2005","156 Million<br>Metric Tonnes",2017,"2017-01-01"
419.7212434637919,925.3174533402756,122.15015684071271,"925 lb/MWh <br>↓ 29.9% from 2005","420 kg/MWh <br>↓ 29.9% from 2005","122 Million<br>Metric Tonnes",2017,"2017-02-01"
409.33706262137764,902.4244882550889,130.94410536574478,"902 lb/MWh <br>↓ 31.7% from 2005","409 kg/MWh <br>↓ 31.7% from 2005","131 Million<br>Metric Tonnes",2017,"2017-03-01"
404.3736636360305,891.4821788519928,119.90088714465955,"891 lb/MWh <br>↓ 32.5% from 2005","404 kg/MWh <br>↓ 32.5% from 2005","120 Million<br>Metric Tonnes",2017,"2017-04-01"
421.00073137487436,928.1382123890484,136.79557199817805,"928 lb/MWh <br>↓ 29.7% from 2005","421 kg/MWh <br>↓ 29.7% from 2005","137 Million<br>Metric Tonnes",2017,"2017-05-01"
446.1831665437496,983.6554089623503,160.8001103256077,"984 lb/MWh <br>↓ 25.5% from 2005","446 kg/MWh <br>↓ 25.5% from 2005","161 Million<br>Metric Tonnes",2017,"2017-06-01"
478.62118126494016,1055.168256216687,194.7635397074335,"1,055 lb/MWh <br>↓ 20.1% from 2005","479 kg/MWh <br>↓ 20.1% from 2005","195 Million<br>Metric Tonnes",2017,"2017-07-01"
471.279811636375,1038.9834727335524,182.28675707606132,"1,039 lb/MWh <br>↓ 21.3% from 2005","471 kg/MWh <br>↓ 21.3% from 2005","182 Million<br>Metric Tonnes",2017,"2017-08-01"
450.36426278326735,992.8730537319914,152.24810828655984,"993 lb/MWh <br>↓ 24.8% from 2005","450 kg/MWh <br>↓ 24.8% from 2005","152 Million<br>Metric Tonnes",2017,"2017-09-01"
426.53629645040166,940.3419191545556,137.48823055288494,"940 lb/MWh <br>↓ 28.8% from 2005","427 kg/MWh <br>↓ 28.8% from 2005","137 Million<br>Metric Tonnes",2017,"2017-10-01"
423.5878581810299,933.8417921458986,132.09598740451932,"934 lb/MWh <br>↓ 29.3% from 2005","424 kg/MWh <br>↓ 29.3% from 2005","132 Million<br>Metric Tonnes",2017,"2017-11-01"
434.96361724717735,958.9207905831273,154.3674549026318,"959 lb/MWh <br>↓ 27.4% from 2005","435 kg/MWh <br>↓ 27.4% from 2005","154 Million<br>Metric Tonnes",2017,"2017-12-01"
449.5807765462956,991.1457799739633,168.85957610624254,"991 lb/MWh <br>↓ 25.0% from 2005","450 kg/MWh <br>↓ 25.0% from 2005","169 Million<br>Metric Tonnes",2018,"2018-01-01"
401.4051720994792,884.937842410512,123.52151336548116,"885 lb/MWh <br>↓ 33.0% from 2005","401 kg/MWh <br>↓ 33.0% from 2005","124 Million<br>Metric Tonnes",2018,"2018-02-01"
390.21526117263335,860.2685647811875,126.1320532759243,"860 lb/MWh <br>↓ 34.9% from 2005","390 kg/MWh <br>↓ 34.9% from 2005","126 Million<br>Metric Tonnes",2018,"2018-03-01"
380.58684441249494,839.0417571917865,115.69855967632925,"839 lb/MWh <br>↓ 36.5% from 2005","381 kg/MWh <br>↓ 36.5% from 2005","116 Million<br>Metric Tonnes",2018,"2018-04-01"
399.9703471379897,881.7746273004117,136.93865012214746,"882 lb/MWh <br>↓ 33.2% from 2005","400 kg/MWh <br>↓ 33.2% from 2005","137 Million<br>Metric Tonnes",2018,"2018-05-01"
426.36039030423564,939.9541164647177,159.97731060049446,"940 lb/MWh <br>↓ 28.8% from 2005","426 kg/MWh <br>↓ 28.8% from 2005","160 Million<br>Metric Tonnes",2018,"2018-06-01"
455.80207378914025,1004.8612518755386,189.39431470781608,"1,005 lb/MWh <br>↓ 23.9% from 2005","456 kg/MWh <br>↓ 23.9% from 2005","189 Million<br>Metric Tonnes",2018,"2018-07-01"
455.0863143902573,1003.2832887047612,186.9339640919597,"1,003 lb/MWh <br>↓ 24.0% from 2005","455 kg/MWh <br>↓ 24.0% from 2005","187 Million<br>Metric Tonnes",2018,"2018-08-01"
444.68624685284533,980.3552998117826,159.75070859210987,"980 lb/MWh <br>↓ 25.8% from 2005","445 kg/MWh <br>↓ 25.8% from 2005","160 Million<br>Metric Tonnes",2018,"2018-09-01"
428.59898679145437,944.8893262804404,140.47107264081703,"945 lb/MWh <br>↓ 28.5% from 2005","429 kg/MWh <br>↓ 28.5% from 2005","140 Million<br>Metric Tonnes",2018,"2018-10-01"
425.2596785355392,937.5274872994496,137.6965943758605,"938 lb/MWh <br>↓ 29.0% from 2005","425 kg/MWh <br>↓ 29.0% from 2005","138 Million<br>Metric Tonnes",2018,"2018-11-01"
428.78525911412345,945.2999822429966,145.29621657924287,"945 lb/MWh <br>↓ 28.4% from 2005","429 kg/MWh <br>↓ 28.4% from 2005","145 Million<br>Metric Tonnes",2018,"2018-12-01"
