year,nerc,month,type,generation (mwh),total fuel (mmbtu),elec fuel (mmbtu)
2016,-,10,PEL,69.69761994267505,830.1820693018416,831.1616050596972
2016,-,10,SUN,910.5539140525741,,
2016,-,10,WND,1263.691456605623,,
2016,-,10,WWW,0.6048586931771778,,
2016,-,11,COW,27583.352642014295,833144.8935931104,187767.0512085417
2016,-,11,HYC,48466.6634423663,,
2016,-,11,NG,18916.132098352602,373279.2165416211,180320.0205511346
2016,-,11,OTH,1208.5140000000001,,
2016,-,11,PEL,80.19746205260628,922.3879469986723,923.4423625810416
2016,-,11,SUN,751.5999732520164,,
2016,-,11,WND,1360.3861430758857,,
2016,-,11,WWW,0.6256194065626,,
2016,-,12,COW,25249.607009353527,955368.3923363336,166029.11939194612
2016,-,12,HYC,78630.7615292047,,
2016,-,12,NG,16893.49400137851,393430.5991640999,181657.10395415127
2016,-,12,OTH,980.3859999999995,,
2016,-,12,PEL,99.6663555248832,1167.0019253170874,1165.7021680428857
2016,-,12,WND,1686.0478962863194,,
2016,-,12,WWW,0.6347926733941842,,
2016,FRCC,1,COW,18224.35300000012,782474.0,89784.0
2016,FRCC,1,NG,264091.2259999998,3151147.0,2186202.0
2016,FRCC,1,OOG,-2215.246,,
2016,FRCC,1,OTH,85069.77900000001,,
2016,FRCC,1,PEL,3128.5560000000005,105572.0,33593.0
2016,FRCC,1,SUN,2853.99,,
2016,FRCC,1,WAS,134377.242,,
2016,FRCC,1,WWW,76364.36200000001,,
2016,FRCC,2,COW,15242.640999999363,670862.0,75012.0
2016,FRCC,2,NG,238356.694000002,2883143.0,1957951.0
2016,FRCC,2,OOG,-6301.215,,
2016,FRCC,2,OTH,75246.42799999999,,
2016,FRCC,2,PEL,1473.0510000000013,56720.0,16071.0
2016,FRCC,2,SUN,6826.299999999999,,
2016,FRCC,2,WAS,126690.428,,
2016,FRCC,2,WWW,68350.80500000001,,
2016,FRCC,3,COW,14375.418000000296,584158.0,70771.0
2016,FRCC,3,NG,283485.58499999717,3203355.0,2330234.0
2016,FRCC,3,OOG,-7743.011,,
2016,FRCC,3,OTH,80856.23799999998,,
2016,FRCC,3,PEL,873.5890000000036,30464.0,9483.0
2016,FRCC,3,SUN,8514.04,,
2016,FRCC,3,WAS,130854.63799999998,,
2016,FRCC,3,WWW,72322.34500000002,,
2016,FRCC,4,COW,8669.931000000332,415898.0,42140.0
2016,FRCC,4,NG,269405.8429999985,3054031.0,2165029.0
2016,FRCC,4,OOG,-7163.809,,
2016,FRCC,4,OTH,82231.157,,
2016,FRCC,4,PEL,778.9700000000012,30861.0,8454.0
2016,FRCC,4,SUN,7350.9000000000015,,
2016,FRCC,4,WAS,130034.078,,
2016,FRCC,4,WWW,63942.485000000015,,
2016,FRCC,5,COW,13465.42799999984,445719.0,66563.0
2016,FRCC,5,NG,286645.19200000167,3202821.0,2342882.0
2016,FRCC,5,OOG,-7527.673,,
2016,FRCC,5,OTH,90435.839,,
2016,FRCC,5,PEL,1065.941999999999,38137.0,10916.0
2016,FRCC,5,SUN,9817.509999999998,,
2016,FRCC,5,WAS,129250.24999999997,,
2016,FRCC,5,WWW,79083.13100000001,,
2016,FRCC,6,COW,17202.28600000078,531571.0,84234.0
2016,FRCC,6,NG,317871.4359999988,3570815.0,2640417.0
2016,FRCC,6,OOG,-4412.661999999999,,
2016,FRCC,6,OTH,86226.07700000002,,
2016,FRCC,6,PEL,1688.1870000000054,68498.0,17851.0
2016,FRCC,6,SUN,12203.32,,
2016,FRCC,6,WAS,119283.889,,
2016,FRCC,6,WWW,83251.615,,
2016,FRCC,7,COW,16151.120999999344,493890.0,79499.0
2016,FRCC,7,NG,351367.66600000113,3710101.0,2887809.0
2016,FRCC,7,OOG,-3398.9790000000003,,
2016,FRCC,7,OTH,90872.253,,
2016,FRCC,7,PEL,3043.9890000000305,129460.0,32929.0
2016,FRCC,7,SUN,13672.689999999999,,
2016,FRCC,7,WAS,126114.38999999998,,
2016,FRCC,7,WWW,83880.96300000002,,
2016,FRCC,8,COW,14855.726999999024,440048.0,73712.0
2016,FRCC,8,NG,343829.72300000116,3757308.0,2809185.0
2016,FRCC,8,OOG,-5283.892,,
2016,FRCC,8,OTH,90096.47200000001,,
2016,FRCC,8,PEL,2518.840999999986,107096.0,26493.0
2016,FRCC,8,SUN,13270.240000000002,,
2016,FRCC,8,WAS,132404.124,,
2016,FRCC,8,WWW,79364.21999999999,,
2016,FRCC,9,COW,13816.358000000473,419559.0,68332.0
2016,FRCC,9,NG,311346.970999999,3442922.0,2524780.0
2016,FRCC,9,OOG,-5375.4529999999995,,
2016,FRCC,9,OTH,82743.72500000003,,
2016,FRCC,9,PEL,890.4910000000018,28681.0,9190.0
2016,FRCC,9,SUN,12760.900000000001,,
2016,FRCC,9,WAS,117030.954,,
2016,FRCC,9,WWW,80002.84,,
2016,FRCC,10,COW,14430.3330000001,557414.0,70740.0
2016,FRCC,10,NG,267026.23899999633,3000398.0,2161335.0
2016,FRCC,10,OOG,-5124.907999999999,,
2016,FRCC,10,OTH,83186.76999999999,,
2016,FRCC,10,PEL,1120.1530000000057,46765.0,12139.0
2016,FRCC,10,SUN,10192.91,,
2016,FRCC,10,WAS,123321.73,,
2016,FRCC,10,WWW,70848.899,,
2016,FRCC,11,COW,11250.673000000417,462768.0,55720.0
2016,FRCC,11,NG,290642.93199999817,3341759.0,2508355.0
2016,FRCC,11,OOG,-5939.828999999999,,
2016,FRCC,11,OTH,81234.47900000002,,
2016,FRCC,11,PEL,1154.400999999998,32126.0,11202.0
2016,FRCC,11,SUN,8752.25,,
2016,FRCC,11,WAS,119926.09099999999,,
2016,FRCC,11,WWW,78697.402,,
2016,FRCC,12,COW,12594.62900000019,561623.0,62893.0
2016,FRCC,12,NG,230762.4140000008,2932415.0,1876578.0
2016,FRCC,12,OOG,-5858.500999999999,,
2016,FRCC,12,OTH,86878.698,,
2016,FRCC,12,PEL,1188.2289999999994,34765.0,11740.0
2016,FRCC,12,SUN,5520.639999999999,,
2016,FRCC,12,WAS,132048.762,,
2016,FRCC,12,WWW,79320.81000000001,,
2016,MRO,1,COW,375990.13550886506,7753394.043533983,4102725.6003309954
2016,MRO,1,HYC,147730.61204827175,,
2016,MRO,1,NG,145758.92919485894,2704968.0821273,1382992.2117315289
2016,MRO,1,OTH,24017.917580688943,,
2016,MRO,1,PEL,3748.2690761993344,26496.73640375263,19627.30584880895
2016,MRO,1,WAS,107077.07291609302,,
2016,MRO,1,WND,188908.3884450735,,
2016,MRO,1,WWW,94235.40697679346,,
2016,MRO,2,COW,305131.9275861895,6724193.279585884,3253195.601241486
2016,MRO,2,HYC,140392.78164480842,,
2016,MRO,2,NG,142614.77513150306,2620837.6370796394,1398299.537252007
2016,MRO,2,OTH,21440.398859002024,,
2016,MRO,2,PEL,2817.796115059098,26053.80103176483,16902.99703344989
2016,MRO,2,WAS,95066.46782347314,,
2016,MRO,2,WND,192855.7309269799,,
2016,MRO,2,WWW,88100.7293340853,,
2016,MRO,3,COW,276128.71542579454,6290889.776841325,2930579.974484667
2016,MRO,3,HYC,164093.96107037814,,
2016,MRO,3,NG,144498.43972198316,2673173.353566468,1346158.4153602058
2016,MRO,3,OTH,22515.246694711946,,
2016,MRO,3,PEL,2219.3013395041326,20858.425398488052,12561.382217728613
2016,MRO,3,WAS,102529.45906600781,,
2016,MRO,3,WND,191162.62997914857,,
2016,MRO,3,WWW,87419.41218284782,,
2016,MRO,4,COW,220352.37661743505,4147010.439115934,2322984.677644758
2016,MRO,4,HYC,180022.81574857092,,
2016,MRO,4,NG,188891.93608361733,2544327.351624286,1362065.0820530255
2016,MRO,4,OTH,23690.912244285122,,
2016,MRO,4,PEL,2551.276459400251,21830.858763060252,13747.549454589142
2016,MRO,4,WAS,102328.97459490046,,
2016,MRO,4,WND,198326.4831905305,,
2016,MRO,4,WWW,74422.37061113678,,
2016,MRO,5,COW,274977.66283365694,5463090.917414817,2931301.6930376617
2016,MRO,5,HYC,182370.74887931603,,
2016,MRO,5,NG,231701.4166270346,2899993.226687125,1767676.2192192017
2016,MRO,5,OTH,25051.147946222784,,
2016,MRO,5,PEL,3186.6045264553204,33167.67018256236,17746.21114267076
2016,MRO,5,WAS,105767.89150746778,,
2016,MRO,5,WND,148003.68455151533,,
2016,MRO,5,WWW,77862.37849432605,,
2016,MRO,6,COW,332968.62047251296,6270953.7021206,3612285.8978298465
2016,MRO,6,HYC,188930.17109944468,,
2016,MRO,6,NG,240288.1372474569,3076731.198217759,1986539.8228535075
2016,MRO,6,OTH,23925.704796631624,,
2016,MRO,6,PEL,2884.7494678181465,29298.799524284255,16814.182696131225
2016,MRO,6,WAS,99682.22789698212,,
2016,MRO,6,WND,138785.7865972034,,
2016,MRO,6,WWW,86217.14534181601,,
2016,MRO,7,COW,398296.89623903774,6935725.660805954,4267175.299321134
2016,MRO,7,HYC,175417.13296914,,
2016,MRO,7,NG,327358.87954425754,4125765.4705443988,2894988.996410559
2016,MRO,7,OTH,24897.852286299814,,
2016,MRO,7,PEL,3309.4428201844944,29530.103283737906,20320.647640806514
2016,MRO,7,WAS,104468.2271626594,,
2016,MRO,7,WND,114937.04205661535,,
2016,MRO,7,WWW,93393.10249153637,,
2016,MRO,8,COW,404238.20233138074,7139830.4532135455,4397297.470401819
2016,MRO,8,HYC,160928.83019329584,,
2016,MRO,8,NG,427046.8415113763,5081372.415139156,3532861.4606300923
2016,MRO,8,OTH,26006.89225408832,,
2016,MRO,8,PEL,3091.488748390558,26328.980988813575,18659.438321201742
2016,MRO,8,WAS,104071.52337951446,,
2016,MRO,8,WND,97309.19182300214,,
2016,MRO,8,WWW,93779.63423240259,,
2016,MRO,9,COW,327267.7609900934,5812858.90814957,3540437.52462867
2016,MRO,9,HYC,112027.04921051697,,
2016,MRO,9,NG,189824.72153925453,2808125.679401147,1668744.9863258563
2016,MRO,9,OTH,24548.404227046787,,
2016,MRO,9,PEL,2185.6772894595533,15633.290261107037,10590.93333920026
2016,MRO,9,WAS,95315.03097977303,,
2016,MRO,9,WND,144228.61294313506,,
2016,MRO,9,WWW,89754.28463616449,,
2016,MRO,10,COW,294608.22242203867,5017410.692288866,3209222.442376638
2016,MRO,10,HYC,138810.0389057856,,
2016,MRO,10,NG,132839.59480488786,2294236.529629383,1204231.6385925268
2016,MRO,10,OTH,23132.627100632348,,
2016,MRO,10,PEL,2728.3575458336413,13934.213530381774,12178.939304691263
2016,MRO,10,WAS,97702.10628344312,,
2016,MRO,10,WND,173071.38991707817,,
2016,MRO,10,WWW,78732.98427023433,,
2016,MRO,11,COW,276818.8191686174,5365472.5484481715,3059199.14351707
2016,MRO,11,HYC,151633.62838930683,,
2016,MRO,11,NG,120132.87487053465,2259163.682249065,1082032.024189191
2016,MRO,11,OTH,22508.481512338025,,
2016,MRO,11,PEL,2739.2929459300317,16195.743155165896,10984.76521787058
2016,MRO,11,WAS,96835.78607288157,,
2016,MRO,11,WND,186660.94282930047,,
2016,MRO,11,WWW,81256.52561631956,,
2016,MRO,12,COW,368301.6338150006,6509611.072480989,3934987.4747779816
2016,MRO,12,HYC,179536.37027513812,,
2016,MRO,12,NG,137178.57608828455,2585702.5335063795,1346998.0794494331
2016,MRO,12,OTH,23210.538091492268,,
2016,MRO,12,PEL,3748.9031283521495,22536.005227017595,15855.720720185853
2016,MRO,12,SUN,6748.139999999999,,
2016,MRO,12,WAS,105963.11967827455,,
2016,MRO,12,WND,226775.87018836554,,
2016,MRO,12,WWW,93533.30183742085,,
2016,NPCC,1,COW,1781.5610000000452,88947.0,7737.0
2016,NPCC,1,HYC,1147818.5099999998,,
2016,NPCC,1,NG,1055877.5949999993,12383119.0,10140410.0
2016,NPCC,1,OTH,92798.538,,
2016,NPCC,1,PEL,24637.984999999997,293337.0,243090.0
2016,NPCC,1,SUN,4174.84,,
2016,NPCC,1,WAS,177024.48700000002,,
2016,NPCC,1,WND,43013.490000000005,,
2016,NPCC,1,WWW,103040.02200000003,,
2016,NPCC,2,COW,1680.0310000000172,85481.0,7301.0
2016,NPCC,2,HYC,978218.9199999999,,
2016,NPCC,2,NG,678012.4859999999,8297056.0,6225334.0
2016,NPCC,2,OTH,82226.38199999998,,
2016,NPCC,2,PEL,24401.92699999999,269309.0,212392.0
2016,NPCC,2,SUN,8016.459999999999,,
2016,NPCC,2,WAS,154755.674,,
2016,NPCC,2,WND,44955.609999999986,,
2016,NPCC,2,WWW,91379.85200000001,,
2016,NPCC,3,COW,1610.375,85363.0,6993.0
2016,NPCC,3,HYC,856156.0299999999,,
2016,NPCC,3,NG,742830.5140000007,8817600.0,6770695.0
2016,NPCC,3,OTH,87551.53,,
2016,NPCC,3,PEL,1267.847,,
2016,NPCC,3,SUN,9035.17,,
2016,NPCC,3,WAS,165200.185,,
2016,NPCC,3,WND,45282.45999999998,,
2016,NPCC,3,WWW,96028.06700000002,,
2016,NPCC,4,COW,1260.518000000011,32027.0,5477.0
2016,NPCC,4,HYC,651350.0700000001,,
2016,NPCC,4,NG,698623.2460000009,7757221.0,6217660.0
2016,NPCC,4,OTH,89170.85500000001,,
2016,NPCC,4,PEL,8256.619,89649.0,65049.0
2016,NPCC,4,SUN,8648.07,,
2016,NPCC,4,WAS,166978.76400000002,,
2016,NPCC,4,WND,45510.21000000001,,
2016,NPCC,4,WWW,69134.92,,
2016,NPCC,5,COW,1385.2310000000034,64247.0,6017.0
2016,NPCC,5,HYC,639387.81,,
2016,NPCC,5,NG,712571.4389999998,8025314.0,6512079.0
2016,NPCC,5,OTH,97916.495,,
2016,NPCC,5,PEL,8424.953,101874.0,87362.0
2016,NPCC,5,SUN,10579.71,,
2016,NPCC,5,WAS,180572.94400000002,,
2016,NPCC,5,WND,36598.609999999986,,
2016,NPCC,5,WWW,73022.23899999999,,
2016,NPCC,6,COW,1387.2909999999974,67951.0,6021.0
2016,NPCC,6,HYC,432572.1,,
2016,NPCC,6,NG,870054.754,9581948.0,7886383.0
2016,NPCC,6,OTH,93605.874,,
2016,NPCC,6,PEL,12091.392,160132.0,119182.0
2016,NPCC,6,SUN,13940.240000000002,,
2016,NPCC,6,WAS,176852.838,,
2016,NPCC,6,WND,34193.58000000002,,
2016,NPCC,6,WWW,89935.84500000002,,
2016,NPCC,7,COW,1550.5409999999974,68297.0,6737.0
2016,NPCC,7,HYC,591497.9100000001,,
2016,NPCC,7,NG,1072394.495000001,11932543.0,9887183.0
2016,NPCC,7,OTH,97752.582,,
2016,NPCC,7,PEL,18309.45999999999,255080.0,183833.0
2016,NPCC,7,SUN,15235.439999999999,,
2016,NPCC,7,WAS,181963.789,,
2016,NPCC,7,WND,29081.850000000013,,
2016,NPCC,7,WWW,101289.19400000002,,
2016,NPCC,8,COW,1613.613000000012,71508.0,7008.0
2016,NPCC,8,HYC,642112.6200000001,,
2016,NPCC,8,NG,1100642.7990000006,12182348.0,10131999.0
2016,NPCC,8,OTH,97347.87400000001,,
2016,NPCC,8,PEL,36011.370000000024,457597.0,371225.0
2016,NPCC,8,SUN,13939.939999999999,,
2016,NPCC,8,WAS,179899.00400000002,,
2016,NPCC,8,WND,25392.04999999999,,
2016,NPCC,8,WWW,94609.36599999998,,
2016,NPCC,9,COW,1269.468000000008,56081.0,5511.0
2016,NPCC,9,HYC,381720.1199999999,,
2016,NPCC,9,NG,841115.8250000003,9588391.0,7733908.0
2016,NPCC,9,OTH,90104.353,,
2016,NPCC,9,PEL,10608.46900000001,128861.0,110190.0
2016,NPCC,9,SUN,12792.369999999999,,
2016,NPCC,9,WAS,169443.914,,
2016,NPCC,9,WND,35297.119999999995,,
2016,NPCC,9,WWW,90787.72499999998,,
2016,NPCC,10,COW,1217.7580000000016,41953.0,5293.0
2016,NPCC,10,HYC,397945.4499999999,,
2016,NPCC,10,NG,608653.6209999995,7380185.0,5753226.0
2016,NPCC,10,OTH,90072.214,,
2016,NPCC,10,PEL,7836.272000000006,99372.0,76410.0
2016,NPCC,10,SUN,10528.38,,
2016,NPCC,10,WAS,165594.14,,
2016,NPCC,10,WND,41523.200000000026,,
2016,NPCC,10,WWW,78556.24899999998,,
2016,NPCC,11,COW,1244.600999999995,56774.0,5404.0
2016,NPCC,11,HYC,455759.77,,
2016,NPCC,11,NG,598131.1489999995,7389808.0,5644613.0
2016,NPCC,11,OTH,87872.006,,
2016,NPCC,11,PEL,4575.033000000022,36900.0,32194.0
2016,NPCC,11,SUN,8785.2,,
2016,NPCC,11,WAS,166026.362,,
2016,NPCC,11,WND,44769.259999999966,,
2016,NPCC,11,WWW,75870.065,,
2016,NPCC,12,COW,1547.1879999999655,62441.0,6721.0
2016,NPCC,12,HYC,599118.7499999998,,
2016,NPCC,12,NG,653763.74,7921175.0,6170221.0
2016,NPCC,12,OTH,95038.16299999999,,
2016,NPCC,12,PEL,14739.215000000004,207079.0,140569.0
2016,NPCC,12,SUN,6221.15,,
2016,NPCC,12,WAS,183377.98599999998,,
2016,NPCC,12,WND,61730.12,,
2016,NPCC,12,WWW,95375.65599999999,,
2016,RFC,1,COW,724758.7154430335,11160696.6255094,8108952.933110791
2016,RFC,1,HYC,503981.44619736937,,
2016,RFC,1,NG,1241786.4494872107,17169628.462298345,10623267.359708698
2016,RFC,1,OOG,212208.12114766185,,
2016,RFC,1,OTH,50623.28341931106,,
2016,RFC,1,PEL,-155990.5311208744,-1031409.9591304766,-1063685.9349645197
2016,RFC,1,SUN,7934.3099999999995,,
2016,RFC,1,WAS,302211.2891982464,,
2016,RFC,1,WND,31867.321922847506,,
2016,RFC,1,WWW,80208.99402320656,,
2016,RFC,2,COW,619839.94293868,9769389.695865285,6903049.310764814
2016,RFC,2,HYC,423661.39624642034,,
2016,RFC,2,NG,892045.6708939342,14241120.535136309,8053404.049853227
2016,RFC,2,OOG,130190.56647322171,,
2016,RFC,2,OTH,45082.105140997985,,
2016,RFC,2,PC,24171.737999999994,1279859.0,146629.0
2016,RFC,2,PEL,-136170.41875675964,-868598.4535170514,-907139.8751201214
2016,RFC,2,SUN,15905.54,,
2016,RFC,2,WAS,230249.35365969723,,
2016,RFC,2,WND,33343.78102943863,,
2016,RFC,2,WWW,72577.49266591467,,
2016,RFC,3,COW,530636.4352345516,8663052.675584994,5876113.595685701
2016,RFC,3,HYC,398965.4090007653,,
2016,RFC,3,NG,958347.0960435937,15049396.352555519,8686137.505571155
2016,RFC,3,OOG,86622.64554273165,,
2016,RFC,3,OTH,47845.22230528805,,
2016,RFC,3,PC,14024.52599999999,1306661.0,73121.0
2016,RFC,3,PEL,-34197.831455579384,-265932.41176365566,-279407.0979713132
2016,RFC,3,SUN,17227.15,,
2016,RFC,3,WAS,241171.37862239167,,
2016,RFC,3,WND,33604.79760551374,,
2016,RFC,3,WWW,74261.27581715217,,
2016,RFC,4,COW,431053.69547010405,7304699.098033261,4950340.6232569385
2016,RFC,4,HYC,389169.11864761123,,
2016,RFC,4,NG,939452.694058921,14056122.5584285,8410423.541336507
2016,RFC,4,OOG,82508.1724647965,,
2016,RFC,4,OTH,48695.95575571488,,
2016,RFC,4,PC,30241.625000000015,1002983.0,183093.0
2016,RFC,4,PEL,-86164.43178109206,-630104.3848650735,-640468.3204010095
2016,RFC,4,SUN,17559.14,,
2016,RFC,4,WAS,243639.12916556085,,
2016,RFC,4,WND,33713.43018228225,,
2016,RFC,4,WWW,61405.2573888632,,
2016,RFC,5,COW,508467.762966091,7561018.382677863,5106374.572014234
2016,RFC,5,HYC,368521.07964981906,,
2016,RFC,5,NG,926176.7509099288,13909171.436922984,8424744.44248334
2016,RFC,5,OOG,36419.36300000002,,
2016,RFC,5,OTH,52166.743053777216,,
2016,RFC,5,PC,32699.542,1133197.0,198427.0
2016,RFC,5,PEL,6342.526814997186,91307.82488311178,80075.48470523486
2016,RFC,5,SUN,21694.44,,
2016,RFC,5,WAS,250580.95363758173,,
2016,RFC,5,WND,27206.059106116878,,
2016,RFC,5,WWW,65652.85250567396,,
2016,RFC,6,COW,592821.6452684398,9071079.618308583,6528613.040498103
2016,RFC,6,HYC,436473.0828253583,,
2016,RFC,6,NG,1098623.9383218107,15444104.115238752,9796160.418815209
2016,RFC,6,OOG,71384.95000000001,,
2016,RFC,6,OTH,49122.41520336838,,
2016,RFC,6,PC,33092.58200000001,1173357.0,200707.0
2016,RFC,6,PEL,7488.1761016159935,110965.8644329108,93373.128649715
2016,RFC,6,SUN,22141.38,,
2016,RFC,6,WAS,246138.56860116925,,
2016,RFC,6,WND,25416.33543087178,,
2016,RFC,6,WWW,73047.01065818401,,
2016,RFC,7,COW,684239.3741931095,9877503.49714722,7393327.0645619
2016,RFC,7,HYC,463568.0522660031,,
2016,RFC,7,NG,1417412.6221978457,19603788.10671876,13114713.677827176
2016,RFC,7,OOG,54170.24700000001,,
2016,RFC,7,OTH,50023.940713700176,,
2016,RFC,7,PC,16176.104,1046778.0,84058.0
2016,RFC,7,PEL,12102.605370800207,189694.60860870412,156727.93751709844
2016,RFC,7,SUN,26056.93,,
2016,RFC,7,WAS,255410.3237500709,,
2016,RFC,7,WND,21652.888485757707,,
2016,RFC,7,WWW,79073.03550846365,,
2016,RFC,8,COW,686801.1814915868,9939196.758959072,7450597.851103855
2016,RFC,8,HYC,469178.4937321701,,
2016,RFC,8,NG,1514126.1562183897,20702754.333840884,14080742.803633574
2016,RFC,8,OOG,73578.28099999999,,
2016,RFC,8,OTH,50380.09774591168,,
2016,RFC,8,PC,16560.26999999999,1019009.0,86089.0
2016,RFC,8,PEL,20606.504960864593,304664.32481217367,265738.93697283213
2016,RFC,8,SUN,26244.71,,
2016,RFC,8,WAS,256542.19976271986,,
2016,RFC,8,WND,18024.0952513169,,
2016,RFC,8,WWW,75174.96376759741,,
2016,RFC,9,COW,554686.1052388154,8398314.206654781,6132516.894307138
2016,RFC,9,HYC,321675.07670574996,,
2016,RFC,9,NG,1094768.387958386,15849546.541564813,9998767.376190847
2016,RFC,9,OOG,80347.652213883,,
2016,RFC,9,OTH,48018.90477295322,,
2016,RFC,9,PC,33615.893000000004,972398.0,202878.0
2016,RFC,9,PEL,7397.724799134873,99900.70591257964,87488.69857329672
2016,RFC,9,SUN,23651.16,,
2016,RFC,9,WAS,237102.2120624239,,
2016,RFC,9,WND,24935.24817302163,,
2016,RFC,9,WWW,73057.4763638355,,
2016,RFC,10,COW,455742.929182747,7234440.685273037,5031471.178427561
2016,RFC,10,HYC,340580.49126264086,,
2016,RFC,10,NG,797150.4285108307,12597116.515508527,7505022.028032769
2016,RFC,10,OOG,34428.136,,
2016,RFC,10,OTH,45723.186899367654,,
2016,RFC,10,PC,9258.161999999997,1430853.0,48473.0
2016,RFC,10,PEL,7010.476627487757,96306.7601183547,82842.51519102287
2016,RFC,10,SUN,19722.15,,
2016,RFC,10,WAS,224554.56298743366,,
2016,RFC,10,WND,28511.32408038616,,
2016,RFC,10,WWW,66912.46272976566,,
2016,RFC,11,COW,493141.743059628,7625983.834459353,5499344.731783146
2016,RFC,11,HYC,284116.5744367642,,
2016,RFC,11,NG,805103.9821055984,13048185.604633478,7413006.2639870215
2016,RFC,11,OOG,26952.908999999985,,
2016,RFC,11,OTH,44780.05248766198,,
2016,RFC,11,PC,12671.982999999993,904659.0,65839.0
2016,RFC,11,PEL,7249.821952538484,97906.55688098544,86117.65473692148
2016,RFC,11,SUN,16223.14,,
2016,RFC,11,WAS,237340.36570667187,,
2016,RFC,11,WND,30680.213555465834,,
2016,RFC,11,WWW,67437.53538368044,,
2016,RFC,12,COW,639023.7238693943,9544634.249165202,7034715.038241392
2016,RFC,12,HYC,364036.6933151771,,
2016,RFC,12,NG,845758.3095541927,14117608.330477994,8186768.300962644
2016,RFC,12,OOG,30272.100999999988,,
2016,RFC,12,OTH,48791.13990850774,,
2016,RFC,12,PC,14169.425999999992,1093151.0,73641.0
2016,RFC,12,PEL,11278.857631630148,167443.08739022075,140302.14304270467
2016,RFC,12,SUN,11554.4,,
2016,RFC,12,WAS,259903.4306750767,,
2016,RFC,12,WND,37937.02751741115,,
2016,RFC,12,WWW,76602.04616257918,,
2016,SERC,1,COW,91944.62271768547,4180318.612398453,751396.7754441128
