year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2015,4,CT,607133111.29,2879570.26,210.84156887,2015-04-01,2
2015,5,CT,595843804.242,3004264.99,198.332639173,2015-05-01,2
2015,6,CT,630500636.248,3052576.85,206.547014942,2015-06-01,2
2015,7,CT,802557857.782,3402026.27,235.9058379,2015-07-01,3
2015,8,CT,808203208.218,3471985.79,232.778374424,2015-08-01,3
2015,9,CT,722038069.252,3203227.39,225.409557719,2015-09-01,3
2015,10,CT,690714201.6,2656895.57,259.970399063,2015-10-01,4
2015,11,CT,661817234.326,2899268.12,228.270448587,2015-11-01,4
2015,12,CT,749182771.984,3406907.58,219.901113955,2015-12-01,4
2016,1,CT,740524786.852,3205069.39,231.047973302,2016-01-01,1
2016,2,CT,652420036.276,3072842.42,212.318090908,2016-02-01,1
2016,3,CT,594347593.228,3050323.9,194.847371201,2016-03-01,1
2016,4,CT,716644533.327,2668803.1,268.526566582,2016-04-01,2
2016,5,CT,670970946.24,2702297.85,248.296443799,2016-05-01,2
2016,6,CT,618793749.085,2681889.14,230.730547306,2016-06-01,2
2016,7,CT,778814065.048,3357261.86,231.978945202,2016-07-01,3
2016,8,CT,834089161.693,3404487.42,244.996987445,2016-08-01,3
2016,9,CT,680419895.055,3133288.03,217.158425443,2016-09-01,3
2016,10,CT,612735059.495,3086512.62,198.520186026,2016-10-01,4
2016,11,CT,638543171.365,3078200.86,207.440384954,2016-11-01,4
2016,12,CT,716680678.029,3183376.16,225.132262732,2016-12-01,4
2017,1,CT,740945285.654,3264505.48,226.970146074,2017-01-01,1
2017,2,CT,555108272.269,2763110.02,200.899807916,2017-02-01,1
2017,3,CT,621528516.229,2987437.86,208.047345369,2017-03-01,1
2017,4,CT,506783325.17,2158369.02,234.799202766,2017-04-01,2
2017,5,CT,484188170.995,2660503.09,181.991207909,2017-05-01,2
2017,6,CT,570404864.363,2878122.72,198.186429091,2017-06-01,2
2001,1,DE,636966171.047,626139.0,1017.29196081,2001-01-01,1
2001,2,DE,523698793.895,521099.0,1004.98905946,2001-02-01,1
2001,3,DE,739690935.956,866773.0,853.384837732,2001-03-01,1
2001,4,DE,562043126.332,577017.0,974.049510381,2001-04-01,2
2001,5,DE,508560773.102,574414.0,885.355811491,2001-05-01,2
2001,6,DE,586018854.713,559124.0,1048.10177119,2001-06-01,2
2001,7,DE,595120542.182,658145.0,904.239251506,2001-07-01,3
2001,8,DE,741124295.32,931323.0,795.775789194,2001-08-01,3
2001,9,DE,334557323.205,440667.0,759.206664454,2001-09-01,3
2001,10,DE,381367189.903,536848.0,710.382063271,2001-10-01,4
2001,11,DE,224876511.316,314514.0,714.996824677,2001-11-01,4
2001,12,DE,157214563.425,201622.0,779.74905231,2001-12-01,4
2002,1,DE,233130919.962,274804.0,848.353444499,2002-01-01,1
2002,2,DE,238196787.702,277968.0,856.921615803,2002-02-01,1
2002,3,DE,441831128.429,520258.0,849.253886396,2002-03-01,1
2002,4,DE,604347890.217,487913.0,1238.63863069,2002-04-01,2
2002,5,DE,553664801.336,393165.0,1408.22504886,2002-05-01,2
2002,6,DE,602349070.422,485001.0,1241.9542855,2002-06-01,2
2002,7,DE,752425657.413,849966.0,885.242065463,2002-07-01,3
2002,8,DE,691311371.241,783473.0,882.367830469,2002-08-01,3
2002,9,DE,522638382.296,567179.0,921.469910373,2002-09-01,3
2002,10,DE,485777979.395,570808.0,851.0356887,2002-10-01,4
2002,11,DE,312311844.528,327833.0,952.655298668,2002-11-01,4
2002,12,DE,439939777.282,464122.0,947.896840231,2002-12-01,4
2003,1,DE,625362726.291,768684.0,813.549815387,2003-01-01,1
2003,2,DE,697995640.54,758318.0,920.452423047,2003-02-01,1
2003,3,DE,646629458.163,862528.0,749.690976018,2003-03-01,1
2003,4,DE,493893544.629,570205.0,866.168386157,2003-04-01,2
2003,5,DE,295651904.256,298549.0,990.29607956,2003-05-01,2
2003,6,DE,382131240.115,458633.0,833.196128745,2003-06-01,2
2003,7,DE,767353030.618,979826.0,783.152346047,2003-07-01,3
2003,8,DE,760497277.007,962093.0,790.46129325,2003-08-01,3
2003,9,DE,555235765.217,650757.0,853.215202014,2003-09-01,3
2003,10,DE,312136115.451,358519.0,870.626425519,2003-10-01,4
2003,11,DE,293897617.549,324198.0,906.5374171,2003-11-01,4
2003,12,DE,303927488.379,399975.0,759.866212585,2003-12-01,4
2004,1,DE,815361177.082,1029603.21,791.917866187,2004-01-01,1
2004,2,DE,468332228.777,625390.12,748.864131043,2004-02-01,1
2004,3,DE,462603628.237,614682.41,752.58966372,2004-03-01,1
2004,4,DE,508654101.139,675968.96,752.481446986,2004-04-01,2
2004,5,DE,424039292.198,627074.28,676.218600766,2004-05-01,2
2004,6,DE,443652232.575,613903.98,722.673654233,2004-06-01,2
2004,7,DE,575685482.352,754418.3,763.085257014,2004-07-01,3
2004,8,DE,440714116.722,594083.4,741.838800279,2004-08-01,3
2004,9,DE,459922323.414,636756.96,722.288647484,2004-09-01,3
2004,10,DE,254102513.458,266418.45,953.772208563,2004-10-01,4
2004,11,DE,275172681.427,420687.7,654.1020368,2004-11-01,4
2004,12,DE,656133625.394,996564.81,658.395338477,2004-12-01,4
2005,1,DE,686070223.222,882109.79,777.760581506,2005-01-01,1
2005,2,DE,410101118.772,571304.15,717.83325707,2005-02-01,1
2005,3,DE,491576666.369,643752.79,763.610929545,2005-03-01,1
2005,4,DE,259492584.503,326764.29,794.127731959,2005-04-01,2
2005,5,DE,206100458.091,279397.82,737.65950676,2005-05-01,2
2005,6,DE,581999185.46,800848.7,726.728014242,2005-06-01,2
2005,7,DE,744900393.762,937426.01,794.623133789,2005-07-01,3
2005,8,DE,776834176.331,1125441.79,690.248205845,2005-08-01,3
2005,9,DE,573692559.504,811081.96,707.31761745,2005-09-01,3
2005,10,DE,405514207.0,598838.92,677.167420915,2005-10-01,4
2005,11,DE,338714078.053,433429.56,781.474337037,2005-11-01,4
2005,12,DE,573411290.183,726172.33,789.635278699,2005-12-01,4
2006,1,DE,348084159.336,535599.02,649.896930984,2006-01-01,1
2006,2,DE,407845619.594,597322.72,682.78939665,2006-02-01,1
2006,3,DE,420318209.503,651103.99,645.546972463,2006-03-01,1
2006,4,DE,362915038.869,482698.57,751.846103188,2006-04-01,2
2006,5,DE,304081866.319,488509.15,622.469131476,2006-05-01,2
2006,6,DE,431264911.363,603577.86,714.514133044,2006-06-01,2
2006,7,DE,602987169.027,872627.54,691.001763509,2006-07-01,3
2006,8,DE,636081106.832,881588.66,721.516888423,2006-08-01,3
2006,9,DE,167486170.994,342323.96,489.262191855,2006-09-01,3
2006,10,DE,434018919.807,581830.21,745.954596972,2006-10-01,4
2006,11,DE,384130330.072,544000.23,706.121631735,2006-11-01,4
2006,12,DE,464506648.362,600997.45,772.892877269,2006-12-01,4
2007,1,DE,409167742.814,540843.43,756.536402437,2007-01-01,1
2007,2,DE,534492019.666,700671.72,762.828018328,2007-02-01,1
2007,3,DE,484539190.402,649571.5,745.936652704,2007-03-01,1
2007,4,DE,358901853.128,485660.51,738.997397849,2007-04-01,2
2007,5,DE,377985176.124,480452.38,786.727658887,2007-05-01,2
2007,6,DE,594375869.718,792164.56,750.318683429,2007-06-01,2
2007,7,DE,667534522.524,971472.41,687.136881761,2007-07-01,3
2007,8,DE,708291756.179,1054311.0,671.805336546,2007-08-01,3
2007,9,DE,502362158.265,724504.19,693.387512727,2007-09-01,3
2007,10,DE,561239732.13,730500.97,768.294301005,2007-10-01,4
2007,11,DE,578127995.463,678067.18,852.611677006,2007-11-01,4
2007,12,DE,568999528.078,725943.43,783.80698077,2007-12-01,4
2008,1,DE,615137660.96,782638.5,785.979300737,2008-01-01,1
2008,2,DE,541127248.286,675136.94,801.507392391,2008-02-01,1
2008,3,DE,507204598.262,649555.33,780.848951331,2008-03-01,1
2008,4,DE,346997429.523,422459.62,821.374193167,2008-04-01,2
2008,5,DE,287157040.086,372678.17,770.522834987,2008-05-01,2
2008,6,DE,487586119.575,805141.12,605.590880237,2008-06-01,2
2008,7,DE,569466773.001,920447.99,618.684357169,2008-07-01,3
2008,8,DE,397478042.831,636316.7,624.654425746,2008-08-01,3
2008,9,DE,395101755.426,623456.99,633.72736494,2008-09-01,3
2008,10,DE,288302879.514,370533.28,778.075533497,2008-10-01,4
2008,11,DE,481616557.683,619126.37,777.897019122,2008-11-01,4
2008,12,DE,504130338.307,646347.62,779.967810985,2008-12-01,4
2009,1,DE,526663611.872,719275.15,732.214385374,2009-01-01,1
2009,2,DE,272103820.404,372522.1,730.436718798,2009-02-01,1
2009,3,DE,235734691.134,308807.71,763.370484285,2009-03-01,1
2009,4,DE,188147744.084,239775.24,784.683790051,2009-04-01,2
2009,5,DE,57947064.5568,114680.43,505.291657494,2009-05-01,2
2009,6,DE,200977928.33,315154.9,637.711577163,2009-06-01,2
2009,7,DE,265517038.202,429022.17,618.888851833,2009-07-01,3
2009,8,DE,374981667.017,597670.11,627.405755689,2009-08-01,3
2009,9,DE,218029586.25,420441.96,518.572376197,2009-09-01,3
2009,10,DE,337991593.751,523475.9,645.667916614,2009-10-01,4
2009,11,DE,186323278.931,254934.55,730.867114445,2009-11-01,4
2009,12,DE,402301869.025,545802.68,737.082985787,2009-12-01,4
2010,1,DE,463105612.301,588047.55,787.530893209,2010-01-01,1
2010,2,DE,337148146.665,429204.5,785.518666894,2010-02-01,1
2010,3,DE,134517734.522,210029.5,640.470669702,2010-03-01,1
2010,4,DE,127749176.775,218050.77,585.868955084,2010-04-01,2
2010,5,DE,268361654.736,423662.55,633.432562629,2010-05-01,2
2010,6,DE,497762010.096,755395.02,658.942668296,2010-06-01,2
2010,7,DE,573518384.709,894381.53,641.245783227,2010-07-01,3
2010,8,DE,418564251.089,661077.67,633.154423578,2010-08-01,3
2010,9,DE,296271011.027,507152.97,584.184710635,2010-09-01,3
2010,10,DE,244606275.296,421717.44,580.024092188,2010-10-01,4
2010,11,DE,173466368.862,256978.39,675.023175537,2010-11-01,4
2010,12,DE,204695678.911,261947.12,781.438936647,2010-12-01,4
2011,1,DE,264342018.535,327619.66,806.856397248,2011-01-01,1
2011,2,DE,166114131.682,277587.04,598.421783964,2011-02-01,1
2011,3,DE,239932244.865,450353.64,532.764084832,2011-03-01,1
2011,4,DE,317303687.106,543000.5,584.35247685,2011-04-01,2
2011,5,DE,324606278.807,539460.29,601.724139523,2011-05-01,2
2011,6,DE,394771966.713,655128.4,602.587167207,2011-06-01,2
2011,7,DE,530617906.932,876967.35,605.060048053,2011-07-01,3
2011,8,DE,379102673.923,685128.22,553.330986605,2011-08-01,3
2011,9,DE,230879586.172,540290.43,427.3249596,2011-09-01,3
2011,10,DE,233235329.481,535614.59,435.453652375,2011-10-01,4
2011,11,DE,263994809.631,606233.18,435.467437844,2011-11-01,4
2011,12,DE,244491590.295,552811.52,442.269347598,2011-12-01,4
2012,1,DE,260403751.234,579599.36,449.28233053,2012-01-01,1
2012,2,DE,247048671.156,568707.13,434.404033507,2012-02-01,1
2012,3,DE,271289662.84,607186.52,446.79790131,2012-03-01,1
2012,4,DE,368539223.294,764252.58,482.221758798,2012-04-01,2
2012,5,DE,424105044.704,808901.76,524.297344469,2012-05-01,2
2012,6,DE,429067316.942,830072.82,516.903224156,2012-06-01,2
2012,7,DE,551579519.646,1048424.0,526.103484512,2012-07-01,3
2012,8,DE,428611415.578,853612.9,502.11450129,2012-08-01,3
2012,9,DE,385417605.82,764877.63,503.894467171,2012-09-01,3
2012,10,DE,359662804.187,694524.13,517.855015616,2012-10-01,4
2012,11,DE,289744405.216,508730.43,569.54408097,2012-11-01,4
2012,12,DE,287392608.643,604804.78,475.182435964,2012-12-01,4
2013,1,DE,228389269.045,491566.18,464.61550517,2013-01-01,1
2013,2,DE,181504863.896,394041.4,460.623842814,2013-02-01,1
2013,3,DE,365614915.213,770526.77,474.499951784,2013-03-01,1
2013,4,DE,252128342.622,506441.6,497.842875905,2013-04-01,2
2013,5,DE,306760002.315,630114.53,486.832135603,2013-05-01,2
2013,6,DE,382320906.966,730795.18,523.15740091,2013-06-01,2
2013,7,DE,507030997.751,970404.22,522.49463399,2013-07-01,3
2013,8,DE,388369808.776,795843.29,487.997842862,2013-08-01,3
2013,9,DE,347675925.495,703292.84,494.354422113,2013-09-01,3
2013,10,DE,341985103.738,681590.83,501.745458837,2013-10-01,4
2013,11,DE,272911521.094,541477.69,504.012494206,2013-11-01,4
2013,12,DE,264035814.994,544766.51,484.677031622,2013-12-01,4
2014,1,DE,343090031.425,621825.69,551.746312419,2014-01-01,1
2014,2,DE,304944701.109,544886.21,559.648410094,2014-02-01,1
2014,3,DE,329056194.922,638985.4,514.966687692,2014-03-01,1
2014,4,DE,254085205.562,537980.89,472.294109855,2014-04-01,2
2014,5,DE,264508328.995,561267.0,471.270053281,2014-05-01,2
2014,6,DE,310362382.961,705950.55,439.637568044,2014-06-01,2
2014,7,DE,379460702.212,827280.66,458.684362586,2014-07-01,3
2014,8,DE,316451936.374,800692.66,395.22272675,2014-08-01,3
2014,9,DE,324431338.192,807149.48,401.947032403,2014-09-01,3
2014,10,DE,221149649.636,542355.39,407.757816579,2014-10-01,4
2014,11,DE,238876841.844,651933.09,366.413126604,2014-11-01,4
2014,12,DE,246308415.324,655713.65,375.634113037,2014-12-01,4
2015,1,DE,302299292.098,668563.82,452.162206591,2015-01-01,1
2015,2,DE,316137722.814,548179.82,576.704415741,2015-02-01,1
2015,3,DE,172997440.738,482853.76,358.281233511,2015-03-01,1
2015,4,DE,307318152.856,819796.44,374.871294704,2015-04-01,2
2015,5,DE,325634301.838,799869.62,407.109225924,2015-05-01,2
2015,6,DE,294202036.857,752926.71,390.744587687,2015-06-01,2
2015,7,DE,374096031.855,896685.02,417.198931075,2015-07-01,3
2015,8,DE,333526048.977,853013.56,390.997358796,2015-08-01,3
2015,9,DE,300617771.101,817147.06,367.886988544,2015-09-01,3
2015,10,DE,181497918.818,499001.24,363.722380365,2015-10-01,4
2015,11,DE,148928309.983,434873.22,342.463741463,2015-11-01,4
2015,12,DE,120303046.314,444278.46,270.782982173,2015-12-01,4
2016,1,DE,260346956.022,538654.82,483.327998479,2016-01-01,1
2016,2,DE,233426876.539,519929.99,448.958284824,2016-02-01,1
2016,3,DE,217997111.85,638158.31,341.603499373,2016-03-01,1
2016,4,DE,257728845.418,778634.87,331.000903437,2016-04-01,2
2016,5,DE,223454275.513,687497.14,325.025752853,2016-05-01,2
2016,6,DE,342262015.945,882673.58,387.756044476,2016-06-01,2
2016,7,DE,539309247.842,1207699.18,446.559256455,2016-07-01,3
2016,8,DE,505292804.896,1135471.92,445.006869827,2016-08-01,3
2016,9,DE,323080276.357,822361.16,392.869084865,2016-09-01,3
2016,10,DE,302196676.262,810909.94,372.663672444,2016-10-01,4
2016,11,DE,206254862.427,570900.78,361.279699823,2016-11-01,4
2016,12,DE,148686823.545,414163.52,359.005118424,2016-12-01,4
2017,1,DE,188364887.322,377071.45,499.546935525,2017-01-01,1
2017,2,DE,180282549.676,410093.03,439.613786354,2017-02-01,1
2017,3,DE,278597542.498,613053.19,454.442692808,2017-03-01,1
2017,4,DE,182511070.578,413358.71,441.531933796,2017-04-01,2
2017,5,DE,289629662.321,633529.08,457.168694326,2017-05-01,2
2017,6,DE,289603569.472,649573.52,445.836476635,2017-06-01,2
2001,1,FL,11411629042.5,16937281.0,673.758027777,2001-01-01,1
2001,2,FL,8493725775.09,12761418.0,665.57852545,2001-02-01,1
2001,3,FL,8945228696.94,14114923.0,633.742649318,2001-03-01,1
2001,4,FL,9757327469.89,14808706.0,658.891294749,2001-04-01,2
2001,5,FL,10905839754.3,15817681.0,689.471468941,2001-05-01,2
2001,6,FL,12054384529.3,18087619.0,666.443965303,2001-06-01,2
2001,7,FL,12708201011.5,18436001.0,689.314402373,2001-07-01,3
2001,8,FL,13431523329.2,19755769.0,679.878537209,2001-08-01,3
2001,9,FL,10893891781.2,17107088.0,636.805736968,2001-09-01,3
2001,10,FL,10621428952.3,15525035.0,684.148470666,2001-10-01,4
2001,11,FL,8246996536.67,13471979.0,612.15924822,2001-11-01,4
2001,12,FL,9116044925.33,14121843.0,645.52798989,2001-12-01,4
2002,1,FL,9878041792.47,15377701.0,642.361416214,2002-01-01,1
2002,2,FL,8120926352.52,13071696.0,621.260343916,2002-02-01,1
2002,3,FL,9166939343.71,15137384.0,605.582797114,2002-03-01,1
2002,4,FL,9733508386.11,15618302.0,623.211690112,2002-04-01,2
2002,5,FL,11669544223.9,17742594.0,657.713535231,2002-05-01,2
2002,6,FL,11323572265.3,18094546.0,625.800297246,2002-06-01,2
2002,7,FL,12869273686.3,19601859.0,656.533326062,2002-07-01,3
2002,8,FL,13078975144.4,20294457.0,644.460462497,2002-08-01,3
2002,9,FL,12538532645.0,19577155.0,640.467557469,2002-09-01,3
2002,10,FL,11683707702.1,18457136.0,633.018454331,2002-10-01,4
2002,11,FL,8850022048.3,14965559.0,591.359270195,2002-11-01,4
2002,12,FL,9744238602.13,15414389.0,632.152114633,2002-12-01,4
2003,1,FL,11175465771.5,17879124.0,625.056673442,2003-01-01,1
2003,2,FL,8728801860.76,14191218.0,615.084755992,2003-02-01,1
2003,3,FL,9705113566.97,16140949.0,601.272797961,2003-03-01,1
2003,4,FL,9544682307.33,15879759.0,601.059645006,2003-04-01,2
2003,5,FL,12526155954.8,19225011.0,651.555203519,2003-05-01,2
2003,6,FL,12260132377.6,19384081.0,632.484582458,2003-06-01,2
2003,7,FL,13216250987.6,20868452.0,633.312475097,2003-07-01,3
2003,8,FL,12771418411.1,20387200.0,626.442984376,2003-08-01,3
2003,9,FL,12123279968.6,19577028.0,619.260490846,2003-09-01,3
2003,10,FL,11743828392.4,16752656.0,701.012925499,2003-10-01,4
2003,11,FL,9065879811.5,16041692.0,565.144861994,2003-11-01,4
2003,12,FL,9808399678.07,16282843.0,602.37635885,2003-12-01,4
2004,1,FL,9929651653.76,16522206.13,600.988244284,2004-01-01,1
2004,2,FL,8706695148.11,15179167.09,573.595052778,2004-02-01,1
2004,3,FL,9007313309.12,15683467.24,574.319005567,2004-03-01,1
2004,4,FL,9000697564.91,15769671.44,570.759993266,2004-04-01,2
2004,5,FL,11463570968.0,18970470.55,604.28500905,2004-05-01,2
2004,6,FL,12850904479.5,21522477.66,597.092243861,2004-06-01,2
2004,7,FL,13159375058.8,22007274.38,597.955695538,2004-07-01,3
2004,8,FL,12949385218.2,21483936.32,602.747328296,2004-08-01,3
2004,9,FL,11652662380.1,19195612.5,607.048218967,2004-09-01,3
2004,10,FL,11199833737.5,18769083.69,596.717129214,2004-10-01,4
2004,11,FL,9513414391.43,16227792.34,586.242058815,2004-11-01,4
2004,12,FL,10259988169.8,16786768.43,611.194954682,2004-12-01,4
2005,1,FL,10111885807.1,16855119.67,599.929635928,2005-01-01,1
2005,2,FL,8263064758.1,14405303.08,573.612697505,2005-02-01,1
2005,3,FL,8853906778.18,16266060.31,544.317837844,2005-03-01,1
2005,4,FL,8609533395.15,15156740.55,568.033302856,2005-04-01,2
2005,5,FL,11143520772.7,18331949.38,607.874293219,2005-05-01,2
2005,6,FL,12104994951.3,20268071.5,597.244535638,2005-06-01,2
2005,7,FL,13975555586.3,23254097.78,600.993240785,2005-07-01,3
2005,8,FL,14102990174.7,23778553.97,593.097048394,2005-08-01,3
2005,9,FL,12682622760.4,21505899.13,589.727622349,2005-09-01,3
2005,10,FL,11193080417.1,18087721.15,618.82203536,2005-10-01,4
2005,11,FL,9869326098.95,15715223.48,628.010547321,2005-11-01,4
2005,12,FL,10511538287.3,16631671.82,632.019342436,2005-12-01,4
2006,1,FL,9781983101.6,16564685.57,590.532374446,2006-01-01,1
2006,2,FL,8824518819.91,15497079.01,569.431104675,2006-02-01,1
2006,3,FL,9052745247.32,16201376.73,558.763949397,2006-03-01,1
2006,4,FL,9949018109.56,17767666.23,559.950754408,2006-04-01,2
2006,5,FL,11410815119.1,19307695.81,590.998285417,2006-05-01,2
2006,6,FL,12375024960.6,21348311.52,579.672305653,2006-06-01,2
2006,7,FL,13082406396.1,22141859.41,590.8449762,2006-07-01,3
2006,8,FL,13747845925.1,23244829.26,591.436735084,2006-08-01,3
2006,9,FL,11888695091.4,20792028.47,571.791016377,2006-09-01,3
2006,10,FL,10488294657.9,18790001.07,558.184888805,2006-10-01,4
2006,11,FL,8817357906.82,15662356.39,562.964964356,2006-11-01,4
2006,12,FL,9497568619.99,16433731.56,577.9313472,2006-12-01,4
2007,1,FL,9725126801.03,16864184.35,576.673416229,2007-01-01,1
2007,2,FL,8957942461.45,15821437.8,566.190163921,2007-02-01,1
2007,3,FL,8971765351.89,16370894.92,548.031454342,2007-03-01,1
2007,4,FL,9057498614.56,16454518.39,550.456622302,2007-04-01,2
2007,5,FL,10929984834.9,18703021.41,584.396745063,2007-05-01,2
2007,6,FL,12042074656.4,20869784.58,577.010012263,2007-06-01,2
2007,7,FL,13007160981.9,22300110.15,583.277880441,2007-07-01,3
2007,8,FL,14227893419.3,24038373.72,591.882528538,2007-08-01,3
2007,9,FL,12365164343.9,21395375.55,577.936307544,2007-09-01,3
2007,10,FL,11802663249.7,20094020.96,587.371898993,2007-10-01,4
2007,11,FL,8892526639.74,15782405.7,563.445574063,2007-11-01,4
2007,12,FL,9566655193.63,16721932.74,572.102240954,2007-12-01,4
2008,1,FL,9642850365.94,17209979.27,560.30575137,2008-01-01,1
2008,2,FL,8770434727.88,15594131.93,562.418912912,2008-02-01,1
2008,3,FL,8955281000.57,16401698.18,545.997182871,2008-03-01,1
2008,4,FL,8969237277.74,16666964.85,538.144608719,2008-04-01,2
2008,5,FL,11229967003.2,19660133.9,571.205011134,2008-05-01,2
2008,6,FL,11770187134.5,21063540.86,558.79432678,2008-06-01,2
2008,7,FL,12100044520.1,21306603.73,567.901138701,2008-07-01,3
2008,8,FL,12325727935.8,21936294.78,561.887413506,2008-08-01,3
2008,9,FL,11661134237.1,21009810.56,555.032812115,2008-09-01,3
2008,10,FL,9922522707.59,18077759.45,548.880116202,2008-10-01,4
2008,11,FL,8318255108.56,15389456.0,540.51651394,2008-11-01,4
2008,12,FL,8337429927.16,15320444.74,544.202865429,2008-12-01,4
2009,1,FL,8906989606.46,16545127.3,538.345184353,2009-01-01,1
2009,2,FL,7598028852.78,14836973.77,512.100983028,2009-02-01,1
2009,3,FL,7823787984.33,15674760.18,499.132866755,2009-03-01,1
2009,4,FL,8371621358.68,16112912.56,519.559783342,2009-04-01,2
2009,5,FL,10318910538.6,18757272.48,550.128519461,2009-05-01,2
2009,6,FL,11274772380.2,21033640.17,536.035241121,2009-06-01,2
2009,7,FL,11779351133.9,21422248.81,549.865293714,2009-07-01,3
2009,8,FL,11719215296.7,21981121.34,533.149110794,2009-08-01,3
2009,9,FL,10579824952.2,20501742.23,516.045165017,2009-09-01,3
2009,10,FL,10289415508.2,19122680.43,538.073914158,2009-10-01,4
2009,11,FL,7889701219.23,15656336.81,503.930217839,2009-11-01,4
2009,12,FL,9087897918.57,16307492.33,557.283593005,2009-12-01,4
2010,1,FL,11049873449.0,19419016.48,569.023331351,2010-01-01,1
2010,2,FL,8930776287.34,16179654.4,551.975713853,2010-02-01,1
2010,3,FL,8116300131.18,16177251.66,501.710692382,2010-03-01,1
2010,4,FL,8056720956.49,15569394.08,517.471708603,2010-04-01,2
2010,5,FL,11218875785.9,19799896.0,566.612864327,2010-05-01,2
